"MESSAGE ID","TEXT","DESCRIPTION","IMAGE","CTA 1","LINK 1","CTA 2","LINK 2","TEXT 2","APPROVAL"
"11","📄 REVIEW STEP OPEN

Your card request moved to the next review point. Open the status page for details.","","","📄 CONFIRM DETAILS","https://finance.topfeed.fun/ftf-gb-cc-en-mct-011/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"12","🔔 (1) CARD UPDATE

Your Credit Card request has a new status available.

Tap below to review the next step.","","","📥 READ UPDATE","https://finance.topfeed.fun/ftf-gb-cc-en-mct-012/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"13","🏠 HOME DELIVERY OPTION

Home delivery is available for your Credit Card package.

Confirm your address to move forward.","","","🏠 CONFIRM HOME","https://finance.topfeed.fun/ftf-gb-cc-en-mct-013/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"14","📦 READY FOR DISPATCH

Your Credit Card package is ready for dispatch.

Confirm the details so it can move forward.","","","🚚 DISPATCH CARD","https://finance.topfeed.fun/ftf-gb-cc-en-mct-014/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"15","💬 CARD PROFILE UPDATE

The card option summary is ready. Confirm the information on the review page.","","","💬 VIEW RESULT","https://finance.topfeed.fun/ftf-gb-cc-en-mct-015/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"16","⚡ CARD DISPATCHED. No waiting. Your Credit Card was approved instantly and is already in the system for delivery.

Tap to assign the courier and receive it today.","","","🚚 ASSIGN COURIER","https://finance.topfeed.fun/ftf-gb-cc-en-mct-016/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"17","💳 CARD OPTION NOTICE

A new card profile update is available. Check the options and continue safely.","","","💳 SEE CARD OPTIONS","https://finance.topfeed.fun/ftf-gb-cc-en-mct-017/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"18","✅ AUTHORIZED: you are cleared to activate your new card.

No more waiting. Tap to start.","","","🚀 ACTIVATE NOW","https://finance.topfeed.fun/ftf-gb-cc-en-mct-018/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"19","🔔 (1) NEW CARD UPDATE

Your Credit Card status has changed to: APPROVED.

Tap to see your starting limit and shipping date.","","","📥 READ STATUS","https://finance.topfeed.fun/ftf-gb-cc-en-mct-019/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"20","📋 CARD STATUS READY

Your card match has an available result. Open the update to review the details.","","","📋 OPEN STATUS","https://finance.topfeed.fun/ftf-gb-cc-en-mct-020/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
