SOURCE_TEMPLATE,SOURCE_MESSAGE_ID,FINAL_STATUS,STATUS_SOURCE,APPROVED,REJECTED,INVALID_FORMAT,ERROR,REJECTED_REASON,MESSAGE ID,TEXT,DESCRIPTION,IMAGE,CTA 1,LINK 1,CTA 2,LINK 2,TEXT 2
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,14,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,14,"📨 CARD CONFIRMATION

{{first_name}}, we sent a confirmation for your Credit Card request. 

Didn't see it? Tap below to finish it now.",,,🟢 FINISH NOW,https://newsoun.com/ns-gb-cc-en-mct-014/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,15,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,15,"✈️ INTERNATIONAL CARD — READY TO SHIP — {{first_name}}, your International Credit Card cleared customs processing.

It's at the fulfillment center. Confirm your address to release the shipment.",,,🌍 RELEASE SHIPMENT,https://newsoun.com/ns-gb-cc-en-mct-015/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,16,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,16,"🚚 COURIER ASSIGNED

A courier is waiting for the green light to deliver your Credit Card. 

Is your address still the same? Confirm here:",,,✅ CONFIRM,https://newsoun.com/ns-gb-cc-en-mct-016/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,17,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,17,"📦 PACKAGE FOR YOU: {{first_name}}

Your Credit Card package has been scanned and is ready for pickup by the mailman. 

Tap to release the shipment.",,,🚚 RELEASE,https://newsoun.com/ns-gb-cc-en-mct-017/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,18,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,18,"📍 STATUS UPDATE: Your card is at the local post office.

It's been held for 24h waiting for pickup confirmation. Tap to release it before it's sent back.",,,🟢 RELEASE CARD,https://newsoun.com/ns-gb-cc-en-mct-018/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,19,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,19,"📦 PACKAGE UPDATE: {{first_name}}, your Credit Card package is sealed and labeled.

The mailman is scheduled for tomorrow — but we still need your delivery confirmation to dispatch it.",,,🚚 CONFIRM DELIVERY,https://newsoun.com/ns-gb-cc-en-mct-019/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,20,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,20,"🏠 HOME DELIVERY READY — {{first_name}}, your Credit Card is packaged and ready for home delivery.

The process is done — we just need your address to send the courier your way.",,,📦 SEND TO MY HOME,https://newsoun.com/ns-gb-cc-en-mct-020/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,21,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,21,"🔔 (1) NEW CARD UPDATE

Your Credit Card status has changed to: APPROVED. 

Tap to see your starting limit and shipping date.",,,📥 READ STATUS,https://newsoun.com/ns-gb-cc-en-mct-021/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,22,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,22,"🔔 (1) CARD STATUS CHANGED — {{first_name}}, your account was upgraded and the Platinum Card is now ready for shipment.

We need your zip code to release the courier.",,,📦 SEND MY CARD,https://newsoun.com/ns-gb-cc-en-mct-022/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,23,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,23,"📬 YOUR CARD IS IN TRANSIT — {{first_name}}, the cashback card assigned to your profile is already moving.

Tap to confirm the delivery address and avoid return to sender.",,,✅ CONFIRM ADDRESS,https://newsoun.com/ns-gb-cc-en-mct-023/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,24,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,24,"🏦 OFFICIAL RELEASE

RE: Your Credit Card. The bank has officially released your funds. 

Tap to choose your card and start.",,,✅ FINALIZE,https://newsoun.com/ns-gb-cc-en-mct-001/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,25,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,25,"📦 {{first_name}}, your card package was flagged as undelivered.

We need you to re-confirm your address before we reassign your slot to the next person on the list.",,,✅ CONFIRM ADDRESS,https://newsoun.com/ns-gb-cc-en-mct-002/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,26,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,26,"🔔 (1) DELIVERY ALERT — {{first_name}}, your card shipment is on hold.

The courier attempted delivery but couldn't complete it. Tap to reschedule before the package is returned.",,,🚚 RESCHEDULE NOW,https://newsoun.com/ns-gb-cc-en-mct-003/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,27,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,27,"🔔 (1) CARD UPDATE

{{first_name}}, your Credit Card request has a new status available.

Tap below to review the next step.",,,📥 READ UPDATE,https://newsoun.com/ns-gb-cc-en-mct-004/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,28,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,28,"📦 CARD PACKAGE READY

Your Credit Card kit is prepared and waiting for delivery confirmation.

Confirm your details to continue.",,,✅ CONFIRM DETAILS,https://newsoun.com/ns-gb-cc-en-mct-005/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,29,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,29,"📍 STATUS CONFIRMED

Your Credit Card request moved to the final review step.

Open the update and finish the process.",,,🟢 FINISH PROCESS,https://newsoun.com/ns-gb-cc-en-mct-006/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,30,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,30,"🚚 DELIVERY STEP OPEN

{{first_name}}, the delivery step for your Credit Card is now available.

Tap to confirm where it should be sent.",,,🚚 CONFIRM DELIVERY,https://newsoun.com/ns-gb-cc-en-mct-007/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,31,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,31,"💳 CARD OPTIONS READY

Your Credit Card options are ready to review.

Choose the option you prefer and continue.",,,💳 SEE OPTIONS,https://newsoun.com/ns-gb-cc-en-mct-008/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,32,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,32,"📨 CARD CONFIRMATION

We received your Credit Card request and prepared the next step.

Tap below to complete it.",,,🟢 COMPLETE NOW,https://newsoun.com/ns-gb-cc-en-mct-009/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,33,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,33,"📦 SHIPMENT UPDATE

Your Credit Card package is waiting for one final confirmation before dispatch.

Review your information here.",,,📦 REVIEW INFO,https://newsoun.com/ns-gb-cc-en-mct-010/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,34,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,34,"🔓 CARD ACCESS READY

Your digital card access is ready for review.

Finish the step below to continue.",,,🔓 OPEN ACCESS,https://newsoun.com/ns-gb-cc-en-mct-011/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,35,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,35,"🏠 HOME DELIVERY OPTION

{{first_name}}, home delivery is available for your Credit Card package.

Confirm your address to move forward.",,,🏠 CONFIRM HOME,https://newsoun.com/ns-gb-cc-en-mct-012/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,36,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,36,"🔔 CREDIT CARD STATUS

Your status has changed and the next step is available.

Open the update to review your card details.",,,📥 OPEN STATUS,https://newsoun.com/ns-gb-cc-en-mct-013/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,37,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,37,"✅ FINAL STEP AVAILABLE

Your Credit Card request is almost complete.

Tap below to check the details and finish.",,,✅ FINALIZE,https://newsoun.com/ns-gb-cc-en-mct-014/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,38,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,38,"📬 DELIVERY NOTICE

Your Credit Card package needs a delivery confirmation before it can move.

Confirm your details here.",,,📬 CONFIRM NOW,https://newsoun.com/ns-gb-cc-en-mct-015/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,39,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,39,"💳 CARD REVIEW READY

{{first_name}}, your Credit Card review is ready.

See the card details and continue to the next step.",,,💳 REVIEW CARD,https://newsoun.com/ns-gb-cc-en-mct-016/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,40,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,40,"📍 ADDRESS CHECK

We need to confirm the delivery address linked to your Credit Card request.

Tap below to verify it.",,,📍 VERIFY ADDRESS,https://newsoun.com/ns-gb-cc-en-mct-017/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,41,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,41,"🚚 COURIER STEP READY

The courier step for your Credit Card package is available.

Confirm the delivery information to continue.",,,🚚 START DELIVERY,https://newsoun.com/ns-gb-cc-en-mct-018/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,42,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,42,"🔔 (1) NEW UPDATE

Your Credit Card request has one new update waiting.

Open it now and follow the final instructions.",,,📩 OPEN UPDATE,https://newsoun.com/ns-gb-cc-en-mct-019/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,43,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,43,"📦 PACKAGE CONFIRMATION

Your Credit Card package is marked ready for the next step.

Confirm your delivery details below.",,,✅ CONFIRM PACKAGE,https://newsoun.com/ns-gb-cc-en-mct-020/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,44,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,44,"💳 CARD READY TO REVIEW

Your Credit Card details are ready in the system.

Tap below to review and continue.",,,💳 OPEN CARD,https://newsoun.com/ns-gb-cc-en-mct-021/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,45,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,45,"📨 REQUEST RECEIVED

{{first_name}}, your Credit Card request was received successfully.

Finish the confirmation step here.",,,🟢 FINISH NOW,https://newsoun.com/ns-gb-cc-en-mct-022/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,46,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,46,"🏁 FINAL CARD STEP

You are at the final step for your Credit Card request.

Review your details and continue.",,,🏁 CONTINUE,https://newsoun.com/ns-gb-cc-en-mct-023/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,47,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,47,"📍 DELIVERY CONFIRMATION

Your Credit Card delivery information needs to be confirmed.

Tap below to keep the process moving.",,,📍 CONFIRM,https://newsoun.com/ns-gb-cc-en-mct-001/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,48,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,48,"🔓 CARD PROCESS OPEN

The next step for your Credit Card is open.

Review your information and complete the process.",,,🔓 CONTINUE,https://newsoun.com/ns-gb-cc-en-mct-002/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,49,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,49,"📦 READY FOR DISPATCH

{{first_name}}, your Credit Card package is ready for dispatch.

Confirm the details so it can move forward.",,,🚚 DISPATCH CARD,https://newsoun.com/ns-gb-cc-en-mct-003/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,50,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,50,"🔔 CARD STATUS CHANGED

Your Credit Card request has a new status.

Tap to read the update and see what to do next.",,,📥 READ STATUS,https://newsoun.com/ns-gb-cc-en-mct-004/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,51,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,51,"🔔 CARD STATUS UPDATE

{{first_name}}, your card request has a new status ready.
Open the update to review the next step and keep the process active.",,,📥 OPEN UPDATE,https://newsoun.com/ns-gb-cc-en-mct-005/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,52,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,52,"💳 CARD REVIEW READY

Your Credit Card review is available now.
Check the details prepared for your profile and continue from the secure page.",,,💳 REVIEW CARD,https://newsoun.com/ns-gb-cc-en-mct-006/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,53,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,53,"✅ REQUEST RECEIVED

{{first_name}}, your Credit Card request was received successfully.
One confirmation step is available before the next review.",,,✅ CONFIRM NOW,https://newsoun.com/ns-gb-cc-en-mct-007/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,54,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,54,"📩 PROFILE UPDATE

A new card-related update was added to your profile.
Open it to see the available option and follow the next instruction.",,,📩 READ UPDATE,https://newsoun.com/ns-gb-cc-en-mct-008/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,55,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,55,"🟢 NEXT STEP OPEN

The next step for your Credit Card request is open.
Review your details and continue while the page is available.",,,🟢 CONTINUE,https://newsoun.com/ns-gb-cc-en-mct-009/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,56,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,56,"📌 CONFIRM DETAILS

{{first_name}}, your card request needs a quick details check.
Confirm the information so the review can move forward.",,,📌 CONFIRM DETAILS,https://newsoun.com/ns-gb-cc-en-mct-010/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,57,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,57,"💼 CARD PROFILE NOTICE

Your card profile has a new notice waiting.
Read the notice and complete the available step below.",,,💼 OPEN NOTICE,https://newsoun.com/ns-gb-cc-en-mct-011/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,58,APPROVED,teste-3-gb-cc-en-test-201-approved-plus-rewritten-newsoun-links,1,0,0,0,,58,"📋 REVIEW YOUR REQUEST

{{first_name}}, your Credit Card request is ready for review.
Open the page to check the information saved for you.",,,📋 REVIEW REQUEST,https://newsoun.com/ns-gb-cc-en-mct-012/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
