template,template_id,pages,message_id,had_first_name,had_dash,before,after
Cliquet Finanzas - US-CC-ES/ES-ZW - AV - g002-d Gustavo,68884c57-b8c6-79cc-b9cd-351def6786a5,51,7,False,False,"📦 Es​ta​do: RE​TE​NI​DO
Su ta​rj​et​a pr​ea​pr​ob​ad​a es​tá es​pe​ra​nd​o. 
Só​lo ne​ce​si​ta​mo​s la co​nf​ir​ma​ci​ón de su di​re​cc​ió​n de en​tr​eg​a.","📦 Es​ta​do: RE​TE​NI​DO
Su ta​rj​et​a pr​ea​pr​ob​ad​a es​tá es​pe​ra​nd​o.
Só​lo ne​ce​si​ta​mo​s la co​nf​ir​ma​ci​ón de su di​re​cc​ió​n de en​tr​eg​a."
Cliquet Finanzas - US-CC-ES/ES-ZW - AV - g002-d Gustavo,68884c57-b8c6-79cc-b9cd-351def6786a5,51,9,False,False,"💳 TA​RJ​ET​A VI​RT​UA​L LI​ST​A

¡Tu Ta​rj​et​a de Cr​éd​it​o di​gi​ta​l es​tá ac​ti​va! 

Mi​en​tr​as en​vi​am​os el fí​si​co, pu​ed​es ve​ri​fi​ca​r tu lí​mi​te y co​me​nz​ar a us​ar​lo.","💳 TA​RJ​ET​A VI​RT​UA​L LI​ST​A

¡Tu Ta​rj​et​a de Cr​éd​it​o di​gi​ta​l es​tá ac​ti​va!

Mi​en​tr​as en​vi​am​os el fí​si​co, pu​ed​es ve​ri​fi​ca​r tu lí​mi​te y co​me​nz​ar a us​ar​lo."
Cliquet Finanzas - US-CC-ES/ES-ZW - AV - g002-d Gustavo,68884c57-b8c6-79cc-b9cd-351def6786a5,51,11,True,False,"📝 RE​VI​SI​ÓN DE LA SO​LI​CI​TU​D

{{first_name}}, la re​vi​si​ón de su so​li​ci​tu​d de ta​rj​et​a es​tá di​sp​on​ib​le.
Ab​ra la ac​tu​al​iz​ac​ió​n pa​ra ve​r qu​é es​tá li​st​o y co​nt​in​úe.","📝 RE​VI​SI​ÓN DE LA SO​LI​CI​TU​D

la re​vi​si​ón de su so​li​ci​tu​d de ta​rj​et​a es​tá di​sp​on​ib​le.
Ab​ra la ac​tu​al​iz​ac​ió​n pa​ra ve​r qu​é es​tá li​st​o y co​nt​in​úe."
Cliquet Finanzas - US-CC-ES/ES-ZW - AV - g002-d Gustavo,68884c57-b8c6-79cc-b9cd-351def6786a5,51,13,False,False,"🔔 (1) AC​TU​AL​IZ​AC​IÓ​N DE NU​EV​A TA​RJ​ET​A

El es​ta​do de su ta​rj​et​a de cr​éd​it​o ha ca​mb​ia​do a: AP​RO​BA​DO. 

To​qu​e pa​ra ve​r su lí​mi​te in​ic​ia​l y la fe​ch​a de en​ví​o.","🔔 (1) AC​TU​AL​IZ​AC​IÓ​N DE NU​EV​A TA​RJ​ET​A

El es​ta​do de su ta​rj​et​a de cr​éd​it​o ha ca​mb​ia​do a: AP​RO​BA​DO.

To​qu​e pa​ra ve​r su lí​mi​te in​ic​ia​l y la fe​ch​a de en​ví​o."
Cliquet Finanzas - US-CC-ES/ES-ZW - AV - g002-d Gustavo,68884c57-b8c6-79cc-b9cd-351def6786a5,51,14,True,False,"⚠️ Ac​tu​al​iz​ac​ió​n im​po​rt​an​te, {{first_name}}

Te​ng​o nu​ev​a in​fo​rm​ac​ió​n so​br​e su​s so​li​ci​tu​de​s re​ci​en​te​s y pu​ed​e af​ec​ta​r di​re​ct​am​en​te la ap​ro​ba​ci​ón de su ta​rj​et​a de cr​éd​it​o.
Tó​me​se un mo​me​nt​o pa​ra re​vi​sa​r lo​s si​gu​ie​nt​es pa​so​s.

👇 Cu​an​do es​té​s li​st​o, el​ig​e tu si​gu​ie​nt​e pa​so a co​nt​in​ua​ci​ón:","⚠️ Ac​tu​al​iz​ac​ió​n im​po​rt​an​te,

Te​ng​o nu​ev​a in​fo​rm​ac​ió​n so​br​e su​s so​li​ci​tu​de​s re​ci​en​te​s y pu​ed​e af​ec​ta​r di​re​ct​am​en​te la ap​ro​ba​ci​ón de su ta​rj​et​a de cr​éd​it​o.
Tó​me​se un mo​me​nt​o pa​ra re​vi​sa​r lo​s si​gu​ie​nt​es pa​so​s.

👇 Cu​an​do es​té​s li​st​o, el​ig​e tu si​gu​ie​nt​e pa​so a co​nt​in​ua​ci​ón:"
Cliquet Finanzas - US-CC-ES/ES-ZW - AV - g002-d Gustavo,68884c57-b8c6-79cc-b9cd-351def6786a5,51,17,True,False,"🔔 (1) AC​TU​AL​IZ​AC​IÓ​N DE TA​RJ​ET​A

{{first_name}}, tu so​li​ci​tu​d de Ta​rj​et​a de Cr​éd​it​o ti​en​e un nu​ev​o es​ta​do di​sp​on​ib​le.

To​qu​e a co​nt​in​ua​ci​ón pa​ra re​vi​sa​r el si​gu​ie​nt​e pa​so.","🔔 (1) AC​TU​AL​IZ​AC​IÓ​N DE TA​RJ​ET​A

tu so​li​ci​tu​d de Ta​rj​et​a de Cr​éd​it​o ti​en​e un nu​ev​o es​ta​do di​sp​on​ib​le.

To​qu​e a co​nt​in​ua​ci​ón pa​ra re​vi​sa​r el si​gu​ie​nt​e pa​so."
Ducapes Finance - US-CC-EN/EN-SR - g001-d Icaro,6967bf87-dd2f-fc96-179b-b6ad2393ee9a,1,3,True,True,"📦 PRIORITY SHIPMENT READY — {{first_name}}, based on your history, your 5-star card was moved to priority dispatch.

Your package is queued — tap to confirm before the slot is reassigned.","📦 PRIORITY SHIPMENT READY. Based on your history, your 5 star card was moved to priority dispatch.

Your package is queued. Tap to confirm before the slot is reassigned."
Ducapes Finance - US-CC-EN/EN-SR - g001-d Icaro,6967bf87-dd2f-fc96-179b-b6ad2393ee9a,1,4,True,True,"✈️ INTERNATIONAL CARD — READY TO SHIP — {{first_name}}, your International Credit Card cleared customs processing.

It's at the fulfillment center. Confirm your address to release the shipment.","✈️ INTERNATIONAL CARD. READY TO SHIP. Your International Credit Card cleared customs processing.

It's at the fulfillment center. Confirm your address to release the shipment."
Ducapes Finance - US-CC-EN/EN-SR - g001-d Icaro,6967bf87-dd2f-fc96-179b-b6ad2393ee9a,1,11,True,True,"📦 PACKAGE UPDATE: {{first_name}}, your Credit Card package is sealed and labeled.

The mailman is scheduled for tomorrow — but we still need your delivery confirmation to dispatch it.","📦 PACKAGE UPDATE: your Credit Card package is sealed and labeled.

The mailman is scheduled for tomorrow. But we still need your delivery confirmation to dispatch it."
Ducapes Finance - US-CC-EN/EN-SR - g001-d Icaro,6967bf87-dd2f-fc96-179b-b6ad2393ee9a,1,14,False,False,"🔔 (1) NEW CARD UPDATE

Your Credit Card status has changed to: APPROVED. 

Tap to see your starting limit and shipping date.","🔔 (1) NEW CARD UPDATE

Your Credit Card status has changed to: APPROVED.

Tap to see your starting limit and shipping date."
Ducapes Finance - US-CC-EN/EN-SR - g001-d Icaro,6967bf87-dd2f-fc96-179b-b6ad2393ee9a,1,15,True,False,"✅ REQUEST RECEIVED

{{first_name}}, your Credit Card request was received successfully.
One confirmation step is available before the next review.","✅ REQUEST RECEIVED

your Credit Card request was received successfully.
One confirmation step is available before the next review."
Ducapes Finance - US-CC-EN/EN-SR - g001-d Icaro,6967bf87-dd2f-fc96-179b-b6ad2393ee9a,1,17,True,False,"🔔 (1) CARD UPDATE

{{first_name}}, your Credit Card request has a new status available.

Tap below to review the next step.","🔔 (1) CARD UPDATE

your Credit Card request has a new status available.

Tap below to review the next step."
Ducapes Finance - US-CC-EN/EN-SR - g001-d Icaro,6967bf87-dd2f-fc96-179b-b6ad2393ee9a,1,18,True,False,"🏠 HOME DELIVERY OPTION

{{first_name}}, home delivery is available for your Credit Card package.

Confirm your address to move forward.","🏠 HOME DELIVERY OPTION

home delivery is available for your Credit Card package.

Confirm your address to move forward."
Ducapes Finance - US-CC-EN/EN-SR - g001-d Icaro,6967bf87-dd2f-fc96-179b-b6ad2393ee9a,1,19,True,False,"📦 READY FOR DISPATCH

{{first_name}}, your Credit Card package is ready for dispatch.

Confirm the details so it can move forward.","📦 READY FOR DISPATCH

your Credit Card package is ready for dispatch.

Confirm the details so it can move forward."
Ducapes Finance - US-CC-EN/EN-SR - g001-d Icaro,6967bf87-dd2f-fc96-179b-b6ad2393ee9a,1,20,False,False,"💳 VIRTUAL CARD READY

Your digital Credit Card is active! 

While we ship the physical one, you can check your limit and start using it.","💳 VIRTUAL CARD READY

Your digital Credit Card is active!

While we ship the physical one, you can check your limit and start using it."
Eggbev - US-CC-EN/EN-SR - g006-d Nicolas,691bbfd5-e13c-f552-4b39-3dedf76d15bf,102,3,True,True,"📦 PACKAGE UPDATE: {{first_name}}, your Credit Card package is sealed and labeled.

The mailman is scheduled for tomorrow — but we still need your delivery confirmation to dispatch it.","📦 PACKAGE UPDATE: your Credit Card package is sealed and labeled.

The mailman is scheduled for tomorrow. But we still need your delivery confirmation to dispatch it."
Eggbev - US-CC-EN/EN-SR - g006-d Nicolas,691bbfd5-e13c-f552-4b39-3dedf76d15bf,102,6,True,False,"🔔 (1) CARD UPDATE

{{first_name}}, your Credit Card request has a new status available.

Tap below to review the next step.","🔔 (1) CARD UPDATE

your Credit Card request has a new status available.

Tap below to review the next step."
Eggbev - US-CC-EN/EN-SR - g006-d Nicolas,691bbfd5-e13c-f552-4b39-3dedf76d15bf,102,7,True,False,"🏠 HOME DELIVERY OPTION

{{first_name}}, home delivery is available for your Credit Card package.

Confirm your address to move forward.","🏠 HOME DELIVERY OPTION

home delivery is available for your Credit Card package.

Confirm your address to move forward."
Eggbev - US-CC-EN/EN-SR - g006-d Nicolas,691bbfd5-e13c-f552-4b39-3dedf76d15bf,102,8,True,False,"📦 READY FOR DISPATCH

{{first_name}}, your Credit Card package is ready for dispatch.

Confirm the details so it can move forward.","📦 READY FOR DISPATCH

your Credit Card package is ready for dispatch.

Confirm the details so it can move forward."
Eggbev - US-CC-EN/EN-SR - g006-d Nicolas,691bbfd5-e13c-f552-4b39-3dedf76d15bf,102,9,False,False,"💳 VIRTUAL CARD READY

Your digital Credit Card is active! 

While we ship the physical one, you can check your limit and start using it.","💳 VIRTUAL CARD READY

Your digital Credit Card is active!

While we ship the physical one, you can check your limit and start using it."
Eggbev - US-CC-EN/EN-SR - g006-d Nicolas,691bbfd5-e13c-f552-4b39-3dedf76d15bf,102,11,False,True,"📦 Status: HELD
Your pre-approved card is waiting. 
We just need your delivery address confirmation.","📦 Status: HELD
Your pre approved card is waiting.
We just need your delivery address confirmation."
Eggbev - US-CC-EN/EN-SR - g006-d Nicolas,691bbfd5-e13c-f552-4b39-3dedf76d15bf,102,12,True,False,"🔔 CARD STATUS UPDATE

{{first_name}}, your card request has a new status ready.
Open the update to review the next step and keep the process active.","🔔 CARD STATUS UPDATE

your card request has a new status ready.
Open the update to review the next step and keep the process active."
Eggbev - US-CC-EN/EN-SR - g006-d Nicolas,691bbfd5-e13c-f552-4b39-3dedf76d15bf,102,13,True,False,"⚠️ Important update, {{first_name}}

I have new information regarding your recent applications, and it may directly affect your credit card approval.
Take a moment to review the next steps.

👇 When you're ready, choose your next step below:","⚠️ Important update,

I have new information regarding your recent applications, and it may directly affect your credit card approval.
Take a moment to review the next steps.

👇 When you're ready, choose your next step below:"
Eggbev - US-CC-EN/EN-SR - g006-d Nicolas,691bbfd5-e13c-f552-4b39-3dedf76d15bf,102,14,True,True,"📬 UNCLAIMED PACKAGE — {{first_name}}, a Credit Card package worth $14,200 in limit is sitting unclaimed under your name.

It's at the sorting center. Claim the delivery before it gets returned.","📬 UNCLAIMED PACKAGE. A Credit Card package worth $14,200 in limit is sitting unclaimed under your name.

It's at the sorting center. Claim the delivery before it gets returned."
Eggbev - US-CC-EN/EN-SR - g006-d Nicolas,691bbfd5-e13c-f552-4b39-3dedf76d15bf,102,15,True,False,"💳 CREDIT CARD APPROVED

Congratulations, {{first_name}}! Your new Credit Card is ready for dispatch. 

We just need you to confirm the delivery address.","💳 CREDIT CARD APPROVED

congratulations! Your new Credit Card is ready for dispatch.

We just need you to confirm the delivery address."
Eggbev - US-CC-EN/EN-SR - g006-d Nicolas,691bbfd5-e13c-f552-4b39-3dedf76d15bf,102,17,True,True,"⚡ CARD DISPATCHED — No waiting. {{first_name}}, your Credit Card was approved instantly and is already in the system for delivery.

Tap to assign the courier and receive it today.","⚡ CARD DISPATCHED. No waiting. Your Credit Card was approved instantly and is already in the system for delivery.

Tap to assign the courier and receive it today."
Eggbev - US-CC-EN/EN-SR - g006-d Nicolas,691bbfd5-e13c-f552-4b39-3dedf76d15bf,102,19,True,False,"✅ AUTHORIZED: {{first_name}}, you are cleared to activate your new card. 

No more waiting. Tap to start.","✅ AUTHORIZED: you are cleared to activate your new card.

No more waiting. Tap to start."
Eggbev - US-CC-EN/EN-SR - g006-d Nicolas,691bbfd5-e13c-f552-4b39-3dedf76d15bf,102,20,False,False,"🔔 (1) NEW CARD UPDATE

Your Credit Card status has changed to: APPROVED. 

Tap to see your starting limit and shipping date.","🔔 (1) NEW CARD UPDATE

Your Credit Card status has changed to: APPROVED.

Tap to see your starting limit and shipping date."
Eggbev Finanzas - US-CC-ES/ES-ZW - AV - g006-d Nicolas,696715ce-e3d1-c90b-0e96-76766fd2236c,9,1,False,False,"🔔 (1) AC​TU​AL​IZ​AC​IÓ​N DE NU​EV​A TA​RJ​ET​A

El es​ta​do de su ta​rj​et​a de cr​éd​it​o ha ca​mb​ia​do a: AP​RO​BA​DO. 

To​qu​e pa​ra ve​r su lí​mi​te in​ic​ia​l y la fe​ch​a de en​ví​o.","🔔 (1) AC​TU​AL​IZ​AC​IÓ​N DE NU​EV​A TA​RJ​ET​A

El es​ta​do de su ta​rj​et​a de cr​éd​it​o ha ca​mb​ia​do a: AP​RO​BA​DO.

To​qu​e pa​ra ve​r su lí​mi​te in​ic​ia​l y la fe​ch​a de en​ví​o."
Eggbev Finanzas - US-CC-ES/ES-ZW - AV - g006-d Nicolas,696715ce-e3d1-c90b-0e96-76766fd2236c,9,2,True,False,"⚠️ Ac​tu​al​iz​ac​ió​n im​po​rt​an​te, {{first_name}}

Te​ng​o nu​ev​a in​fo​rm​ac​ió​n so​br​e su​s so​li​ci​tu​de​s re​ci​en​te​s y pu​ed​e af​ec​ta​r di​re​ct​am​en​te la ap​ro​ba​ci​ón de su ta​rj​et​a de cr​éd​it​o.
Tó​me​se un mo​me​nt​o pa​ra re​vi​sa​r lo​s si​gu​ie​nt​es pa​so​s.

👇 Cu​an​do es​té​s li​st​o, el​ig​e tu si​gu​ie​nt​e pa​so a co​nt​in​ua​ci​ón:","⚠️ Ac​tu​al​iz​ac​ió​n im​po​rt​an​te,

Te​ng​o nu​ev​a in​fo​rm​ac​ió​n so​br​e su​s so​li​ci​tu​de​s re​ci​en​te​s y pu​ed​e af​ec​ta​r di​re​ct​am​en​te la ap​ro​ba​ci​ón de su ta​rj​et​a de cr​éd​it​o.
Tó​me​se un mo​me​nt​o pa​ra re​vi​sa​r lo​s si​gu​ie​nt​es pa​so​s.

👇 Cu​an​do es​té​s li​st​o, el​ig​e tu si​gu​ie​nt​e pa​so a co​nt​in​ua​ci​ón:"
Eggbev Finanzas - US-CC-ES/ES-ZW - AV - g006-d Nicolas,696715ce-e3d1-c90b-0e96-76766fd2236c,9,5,True,False,"🔔 (1) AC​TU​AL​IZ​AC​IÓ​N DE TA​RJ​ET​A

{{first_name}}, tu so​li​ci​tu​d de Ta​rj​et​a de Cr​éd​it​o ti​en​e un nu​ev​o es​ta​do di​sp​on​ib​le.

To​qu​e a co​nt​in​ua​ci​ón pa​ra re​vi​sa​r el si​gu​ie​nt​e pa​so.","🔔 (1) AC​TU​AL​IZ​AC​IÓ​N DE TA​RJ​ET​A

tu so​li​ci​tu​d de Ta​rj​et​a de Cr​éd​it​o ti​en​e un nu​ev​o es​ta​do di​sp​on​ib​le.

To​qu​e a co​nt​in​ua​ci​ón pa​ra re​vi​sa​r el si​gu​ie​nt​e pa​so."
Eggbev Finanzas - US-CC-ES/ES-ZW - AV - g006-d Nicolas,696715ce-e3d1-c90b-0e96-76766fd2236c,9,9,True,False,"📋 RE​VI​SA TU SO​LI​CI​TU​D

{{first_name}}, su so​li​ci​tu​d de ta​rj​et​a de cr​éd​it​o es​tá li​st​a pa​ra su re​vi​si​ón.
Ab​ra la pá​gi​na pa​ra ve​ri​fi​ca​r la in​fo​rm​ac​ió​n gu​ar​da​da pa​ra us​te​d.","📋 RE​VI​SA TU SO​LI​CI​TU​D

su so​li​ci​tu​d de ta​rj​et​a de cr​éd​it​o es​tá li​st​a pa​ra su re​vi​si​ón.
Ab​ra la pá​gi​na pa​ra ve​ri​fi​ca​r la in​fo​rm​ac​ió​n gu​ar​da​da pa​ra us​te​d."
Eggbev Finanzas - US-CC-ES/ES-ZW - AV - g006-d Nicolas,696715ce-e3d1-c90b-0e96-76766fd2236c,9,17,True,False,"📬 PA​QU​ET​E NO RE​CL​AM​AD​O: {{first_name}}, un pa​qu​et​e de ta​rj​et​a de cr​éd​it​o co​n un lí​mi​te de $ 14,200 no se ha re​cl​am​ad​o a su no​mb​re.

Es​tá en el ce​nt​ro de cl​as​if​ic​ac​ió​n. Re​cl​am​a la en​tr​eg​a an​te​s de qu​e se​a de​vu​el​ta.","📬 PA​QU​ET​E NO RE​CL​AM​AD​O: un pa​qu​et​e de ta​rj​et​a de cr​éd​it​o co​n un lí​mi​te de $ 14,200 no se ha re​cl​am​ad​o a su no​mb​re.

Es​tá en el ce​nt​ro de cl​as​if​ic​ac​ió​n. Re​cl​am​a la en​tr​eg​a an​te​s de qu​e se​a de​vu​el​ta."
Eggbev Finanzas - US-CC-ES/ES-ZW - AV - g006-d Nicolas,696715ce-e3d1-c90b-0e96-76766fd2236c,9,18,True,False,"📦 AC​TU​AL​IZ​AC​IÓ​N DE​L PA​QU​ET​E: {{first_name}}, el pa​qu​et​e de su Ta​rj​et​a de Cr​éd​it​o es​tá se​ll​ad​o y et​iq​ue​ta​do.

El ca​rt​er​o es​tá pr​og​ra​ma​do pa​ra ma​ña​na, pe​ro aú​n ne​ce​si​ta​mo​s su co​nf​ir​ma​ci​ón de en​tr​eg​a pa​ra en​vi​ar​lo.","📦 AC​TU​AL​IZ​AC​IÓ​N DE​L PA​QU​ET​E: el pa​qu​et​e de su Ta​rj​et​a de Cr​éd​it​o es​tá se​ll​ad​o y et​iq​ue​ta​do.

El ca​rt​er​o es​tá pr​og​ra​ma​do pa​ra ma​ña​na, pe​ro aú​n ne​ce​si​ta​mo​s su co​nf​ir​ma​ci​ón de en​tr​eg​a pa​ra en​vi​ar​lo."
Eggbev Finanzas - US-CC-ES/ES-ZW - AV - g006-d Nicolas,696715ce-e3d1-c90b-0e96-76766fd2236c,9,19,True,False,"🏠 OP​CI​ÓN DE EN​TR​EG​A A DO​MI​CI​LI​O

{{first_name}}, la en​tr​eg​a a do​mi​ci​li​o es​tá di​sp​on​ib​le pa​ra su pa​qu​et​e de Ta​rj​et​a de Cr​éd​it​o.

Co​nf​ir​ma tu di​re​cc​ió​n pa​ra se​gu​ir ad​el​an​te.","🏠 OP​CI​ÓN DE EN​TR​EG​A A DO​MI​CI​LI​O

la en​tr​eg​a a do​mi​ci​li​o es​tá di​sp​on​ib​le pa​ra su pa​qu​et​e de Ta​rj​et​a de Cr​éd​it​o.

Co​nf​ir​ma tu di​re​cc​ió​n pa​ra se​gu​ir ad​el​an​te."
Financeadx - AR-CC-ES/ES-ZW-SR - g006-d Nicolas,68adedb1-b763-4c87-728b-5da3eddb9245,1,1,True,False,"⚠️ Actualización importante, {{first_name}}

Tengo nueva información sobre tus solicitudes recientes y puede afectar directamente la aprobación de tu tarjeta de crédito.
Revisa los próximos pasos.

👇 Cuando estés listo, elige el siguiente paso abajo:","⚠️ Actualización importante,

Tengo nueva información sobre tus solicitudes recientes y puede afectar directamente la aprobación de tu tarjeta de crédito.
Revisa los próximos pasos.

👇 Cuando estés listo, elige el siguiente paso abajo:"
Financeadx - AR-CC-ES/ES-ZW-SR - g006-d Nicolas,68adedb1-b763-4c87-728b-5da3eddb9245,1,2,True,True,"📬 PAQUETE SIN RECLAMAR — {{first_name}}, un paquete de Tarjeta de Crédito con límite de $14,200 está sin reclamar a tu nombre.

Está en el centro de clasificación. Reclama la entrega antes de que sea devuelto.","📬 PAQUETE SIN RECLAMAR. Un paquete de Tarjeta de Crédito con límite de $14,200 está sin reclamar a tu nombre.

Está en el centro de clasificación. Reclama la entrega antes de que sea devuelto."
Financeadx - AR-CC-ES/ES-ZW-SR - g006-d Nicolas,68adedb1-b763-4c87-728b-5da3eddb9245,1,3,True,False,"💳 TARJETA DE CRÉDITO APROBADA

¡Felicidades, {{first_name}}! Tu nueva Tarjeta de Crédito está lista para envío.

Solo necesitamos confirmar la dirección de entrega.","💳 TARJETA DE CRÉDITO APROBADA

¡Felicidades! Tu nueva Tarjeta de Crédito está lista para envío.

Solo necesitamos confirmar la dirección de entrega."
Financeadx - AR-CC-ES/ES-ZW-SR - g006-d Nicolas,68adedb1-b763-4c87-728b-5da3eddb9245,1,5,True,True,"⚡ TARJETA ENVIADA — Sin espera. {{first_name}}, tu Tarjeta de Crédito fue aprobada al instante y ya está en el sistema de entrega.

Toca para asignar el mensajero y recibirla hoy.","⚡ TARJETA ENVIADA. Sin espera. Tu Tarjeta de Crédito fue aprobada al instante y ya está en el sistema de entrega.

Toca para asignar el mensajero y recibirla hoy."
Financeadx - AR-CC-ES/ES-ZW-SR - g006-d Nicolas,68adedb1-b763-4c87-728b-5da3eddb9245,1,7,True,False,"✅ AUTORIZADO: {{first_name}}, ya puedes activar tu nueva tarjeta.

Sin más espera. Toca para comenzar.","✅ AUTORIZADO: ya puedes activar tu nueva tarjeta.

Sin más espera. Toca para comenzar."
Financeadx - AR-CC-ES/ES-ZW-SR - g006-d Nicolas,68adedb1-b763-4c87-728b-5da3eddb9245,1,9,True,False,"✅ SOLICITUD RECIBIDA

{{first_name}}, tu solicitud de Tarjeta de Crédito fue recibida correctamente.
Hay un paso de confirmación antes de la próxima revisión.","✅ SOLICITUD RECIBIDA

tu solicitud de Tarjeta de Crédito fue recibida correctamente.
Hay un paso de confirmación antes de la próxima revisión."
