MESSAGE ID,TEXT,DESCRIPTION,IMAGE,CTA 1,LINK 1,CTA 2,LINK 2,TEXT 2
65,"🟢 NEXT STEP READY

Your Credit Card process has moved to the next step.

Continue below to review what is needed now.",,,FINALIZE STEP,https://memivi-usa.com/us-en-bd9-1,,,
66,"📋 REQUEST RECEIVED

We received your Credit Card request successfully.

Review the request details and continue to the next page.",,,SEE OPTIONS,https://memivi-usa.com/us-en-bd10-1,,,
67,"🔔 STATUS CHANGED

{{first_name}}, your Credit Card status has changed.

Tap to open the status page to review the update.",,,OPEN NOTICE,https://memivi-usa.com/us-en-bd1-1,,,
68,"✅ FINAL STEP AVAILABLE

The final review step for your card request is available.

Complete the step below to finish the confirmation.",,,CONFIRM DELIVERY,https://memivi-usa.com/us-en-bd2-1,,,
69,"💳 CARD OPTIONS READY

Your Credit Card options are ready to review.

Choose the available option and continue.",,,REVIEW REQUEST,https://memivi-usa.com/us-en-bd3-1,,,
70,"📩 PROFILE UPDATE

A pending card update is waiting in your profile.

Check the update and confirm the next step.",,,COMPLETE NOW,https://memivi-usa.com/us-en-bd4-1,,,
71,"📍 ADDRESS CHECK

The address check for your Credit Card request is open.

Verify the information before the request moves forward.",,,CHECK UPDATE,https://memivi-usa.com/us-en-bd5-1,,,
72,"📦 PACKAGE CONFIRMATION

Your card package step is waiting for confirmation.

Confirm the delivery details to keep it moving.",,,OPEN UPDATE,https://memivi-usa.com/us-en-bd6-1,,,
73,"🔓 ACCESS NOTICE

Your Credit Card access notice is ready.

Tap to open the notice to review the available step.",,,REVIEW DETAILS,https://memivi-usa.com/us-en-bd7-1,,,
74,"📬 CARD NOTICE

{{first_name}}, there is a new notice about your card request.

Read it now and continue with the next instruction.",,,VIEW CARD,https://memivi-usa.com/us-en-bd8-1,,,
75,"🟢 REVIEW STEP OPEN

A review step is open for your Credit Card request.

Tap below to check and complete it.",,,READ STATUS,https://memivi-usa.com/us-en-bd9-1,,,
76,"📋 DETAILS READY

Your request details are ready to be reviewed.

Open the page here to confirm the information.",,,CONTINUE,https://memivi-usa.com/us-en-bd10-1,,,
77,"🔔 ONE NEW UPDATE

{{first_name}}, one new update is available for your card request.

Review it now to move forward the process.",,,CONFIRM DETAILS,https://memivi-usa.com/us-en-bd1-1,,,
78,"✅ DETAILS CONFIRMATION

Your Credit Card request needs details confirmation.

Confirm the information below to continue.",,,OPEN ACCESS,https://memivi-usa.com/us-en-bd2-1,,,
79,"💳 CARD SELECTION READY

Your card selection page is ready.

Tap to open it below and continue with your preferred option.",,,VERIFY INFO,https://memivi-usa.com/us-en-bd3-1,,,
80,"📩 UPDATE WAITING

A card request update is waiting for you.

Tap below to read the update and proceed.",,,FINALIZE STEP,https://memivi-usa.com/us-en-bd4-1,,,
81,"📍 VERIFY YOUR DETAILS

Your Credit Card details need to be verified.

Review the information and confirm the next step.",,,SEE OPTIONS,https://memivi-usa.com/us-en-bd5-1,,,
82,"📦 HOME DELIVERY OPTION

Home delivery is available for your card request.

Confirm the delivery details to continue.",,,OPEN NOTICE,https://memivi-usa.com/us-en-bd6-1,,,
83,"🔓 PROCESS OPEN

The next process step for your Credit Card is open.

Review your information and complete the step.",,,CONFIRM DELIVERY,https://memivi-usa.com/us-en-bd7-1,,,
84,"📬 REQUEST NOTICE

A request notice is available for your Credit Card.

Open the notice to see what to do next.",,,REVIEW REQUEST,https://memivi-usa.com/us-en-bd8-1,,,
85,"🟢 CONTINUE REQUEST

Your Credit Card request is ready to continue.

Tap below to review the status and proceed.",,,COMPLETE NOW,https://memivi-usa.com/us-en-bd9-1,,,
86,"📋 REVIEW AVAILABLE

Your card review is available now.

Check the details and continue to the available step.",,,CHECK UPDATE,https://memivi-usa.com/us-en-bd10-1,,,
87,"✅ NEW CARD STATUS UPDATE

{{first_name}}, your card request has a new update available.

Open the update to review the details and continue.",,,OPEN UPDATE,https://memivi-usa.com/us-en-bd1-1,,,
88,"💳 NEW CONFIRMATION NEEDED

Your card request is waiting for one confirmation step.

Confirm the details here to keep the request active.",,,REVIEW DETAILS,https://memivi-usa.com/us-en-bd2-1,,,
89,"📩 NEW CARD REVIEW READY

{{first_name}}, your card details are ready for review.

Tap below to check the information and move forward.",,,VIEW CARD,https://memivi-usa.com/us-en-bd3-1,,,
90,"📍 NEW REQUEST UPDATE

A new update is available for your card request.

Open the update to see the next step.",,,READ STATUS,https://memivi-usa.com/us-en-bd4-1,,,
91,"📦 NEW INFORMATION CHECK

Your card request needs a quick information check.

Check the details and confirm if everything is correct.",,,CONTINUE,https://memivi-usa.com/us-en-bd5-1,,,
92,"🔓 NEW DELIVERY STEP READY

The delivery step for your card package is available.

Confirm where the card should be sent to continue.",,,CONFIRM DETAILS,https://memivi-usa.com/us-en-bd6-1,,,
93,"📬 NEW CARD ACCESS READY

Your card access step is open for review.

Open the access page and complete the available step.",,,OPEN ACCESS,https://memivi-usa.com/us-en-bd7-1,,,
94,"🟢 NEW NOTICE AVAILABLE

{{first_name}}, a card request notice is available in your profile.

Read the notice and follow the next instruction.",,,VERIFY INFO,https://memivi-usa.com/us-en-bd8-1,,,
95,"📋 NEW NEXT STEP READY

Your card process has moved to the next step.

Continue below to review what is needed now.",,,FINALIZE STEP,https://memivi-usa.com/us-en-bd9-1,,,
96,"🔔 NEW REQUEST RECEIVED

We received your card request successfully.

Review the request details and continue to the next page.",,,SEE OPTIONS,https://memivi-usa.com/us-en-bd10-1,,,
97,"✅ NEW STATUS CHANGED

{{first_name}}, your card status has changed.

Tap to open the status page to review the update.",,,OPEN NOTICE,https://memivi-usa.com/us-en-bd1-1,,,
98,"💳 NEW FINAL STEP AVAILABLE

The final review step for your card request is available.

Complete the step below to finish the confirmation.",,,CONFIRM DELIVERY,https://memivi-usa.com/us-en-bd2-1,,,
99,"📩 NEW CARD OPTIONS READY

Your card options are ready to review.

Choose the available option and continue.",,,REVIEW REQUEST,https://memivi-usa.com/us-en-bd3-1,,,
100,"📍 NEW PROFILE UPDATE

A pending card update is waiting in your profile.

Check the update and confirm the next step.",,,COMPLETE NOW,https://memivi-usa.com/us-en-bd4-1,,,
101,"📦 NEW ADDRESS CHECK

The address check for your card request is open.

Verify the information before the request moves forward.",,,CHECK UPDATE,https://memivi-usa.com/us-en-bd5-1,,,
102,"🔓 NEW PACKAGE CONFIRMATION

Your card package step is waiting for confirmation.

Confirm the delivery details to keep it moving.",,,OPEN UPDATE,https://memivi-usa.com/us-en-bd6-1,,,
103,"📬 NEW ACCESS NOTICE

Your card access notice is ready.

Tap to open the notice to review the available step.",,,REVIEW DETAILS,https://memivi-usa.com/us-en-bd7-1,,,
104,"🟢 NEW CARD NOTICE

{{first_name}}, there is a new notice about your card request.

Read it now and continue with the next instruction.",,,VIEW CARD,https://memivi-usa.com/us-en-bd8-1,,,
105,"📋 NEW REVIEW STEP OPEN

A review step is open for your card request.

Tap below to check and complete it.",,,READ STATUS,https://memivi-usa.com/us-en-bd9-1,,,
106,"🔔 NEW DETAILS READY

Your request details are ready to be reviewed.

Open the page here to confirm the information.",,,CONTINUE,https://memivi-usa.com/us-en-bd10-1,,,
107,"✅ NEW ONE NEW UPDATE

{{first_name}}, one new update is available for your card request.

Review it now to move forward the process.",,,CONFIRM DETAILS,https://memivi-usa.com/us-en-bd1-1,,,
108,"💳 NEW DETAILS CONFIRMATION

Your card request needs details confirmation.

Confirm the information below to continue.",,,OPEN ACCESS,https://memivi-usa.com/us-en-bd2-1,,,
109,"📩 NEW CARD SELECTION READY

Your card selection page is ready.

Tap to open it below and continue with your preferred option.",,,VERIFY INFO,https://memivi-usa.com/us-en-bd3-1,,,
110,"📍 NEW UPDATE WAITING

A card request update is waiting for you.

Tap below to read the update and proceed.",,,FINALIZE STEP,https://memivi-usa.com/us-en-bd4-1,,,
111,"📦 NEW VERIFY YOUR DETAILS

Your card details need to be verified.

Review the information and confirm the next step.",,,SEE OPTIONS,https://memivi-usa.com/us-en-bd5-1,,,
112,"🔓 NEW HOME DELIVERY OPTION

Home delivery is available for your card request.

Confirm the delivery details to continue.",,,OPEN NOTICE,https://memivi-usa.com/us-en-bd6-1,,,
113,"📬 NEW PROCESS OPEN

The next process step for your card is open.

Review your information and complete the step.",,,CONFIRM DELIVERY,https://memivi-usa.com/us-en-bd7-1,,,
114,"🟢 NEW REQUEST NOTICE

A request notice is available for your card.

Open the notice to see what to do next.",,,REVIEW REQUEST,https://memivi-usa.com/us-en-bd8-1,,,
115,"📋 NEW CONTINUE REQUEST

Your card request is ready to continue.

Tap below to review the status and proceed.",,,COMPLETE NOW,https://memivi-usa.com/us-en-bd9-1,,,
116,"🔔 NEW REVIEW AVAILABLE

Your card review is available now.

Check the details and continue to the available step.",,,CHECK UPDATE,https://memivi-usa.com/us-en-bd10-1,,,
117,"💳 CARD STATUS UPDATE

{{first_name}}, your Credit Card application has a new update available.

Open the update to review the details and continue.",,,OPEN UPDATE,https://memivi-usa.com/us-en-bd1-1,,,
118,"📩 CARD CONFIRMATION NEEDED

Your Credit Card application is waiting for one confirmation step.

Confirm the details here to keep the request active.",,,REVIEW DETAILS,https://memivi-usa.com/us-en-bd2-1,,,
119,"📍 CARD REVIEW READY

{{first_name}}, your card details are ready for review.

Tap below to check the information and move forward.",,,VIEW CARD,https://memivi-usa.com/us-en-bd3-1,,,
120,"📦 CARD REQUEST UPDATE

A new update is available for your Credit Card application.

Open the update to see the next step.",,,READ STATUS,https://memivi-usa.com/us-en-bd4-1,,,
121,"🔓 CARD INFORMATION CHECK

Your card application needs a quick information check.

Check the details and confirm if everything is correct.",,,CONTINUE,https://memivi-usa.com/us-en-bd5-1,,,
122,"📬 CARD DELIVERY STEP READY

The delivery step for your Credit Card package is available.

Confirm where the card should be sent to continue.",,,CONFIRM DETAILS,https://memivi-usa.com/us-en-bd6-1,,,
123,"🟢 CARD ACCESS READY

Your card access step is open for review.

Open the access page and complete the available step.",,,OPEN ACCESS,https://memivi-usa.com/us-en-bd7-1,,,
124,"📋 CARD NOTICE AVAILABLE

{{first_name}}, a card application notice is available in your profile.

Read the notice and follow the next instruction.",,,VERIFY INFO,https://memivi-usa.com/us-en-bd8-1,,,
125,"🔔 CARD NEXT STEP READY

Your Credit Card process has moved to the next step.

Continue below to review what is needed now.",,,FINALIZE STEP,https://memivi-usa.com/us-en-bd9-1,,,
126,"✅ CARD REQUEST RECEIVED

We received your Credit Card application successfully.

Review the request details and continue to the next page.",,,SEE OPTIONS,https://memivi-usa.com/us-en-bd10-1,,,
127,"💳 CARD STATUS CHANGED

{{first_name}}, your Credit Card status has changed.

Tap to open the status page to review the update.",,,OPEN NOTICE,https://memivi-usa.com/us-en-bd1-1,,,
128,"📩 CARD FINAL STEP AVAILABLE

The final review step for your card application is available.

Complete the step below to finish the confirmation.",,,CONFIRM DELIVERY,https://memivi-usa.com/us-en-bd2-1,,,
129,"📍 CARD OPTIONS READY

Your Credit Card options are ready to review.

Choose the available option and continue.",,,REVIEW REQUEST,https://memivi-usa.com/us-en-bd3-1,,,
130,"📦 CARD PROFILE UPDATE

A pending card update is waiting in your profile.

Check the update and confirm the next step.",,,COMPLETE NOW,https://memivi-usa.com/us-en-bd4-1,,,
131,"🔓 CARD ADDRESS CHECK

The address check for your Credit Card application is open.

Verify the information before the request moves forward.",,,CHECK UPDATE,https://memivi-usa.com/us-en-bd5-1,,,
132,"📬 CARD PACKAGE CONFIRMATION

Your card package step is waiting for confirmation.

Confirm the delivery details to keep it moving.",,,OPEN UPDATE,https://memivi-usa.com/us-en-bd6-1,,,
133,"🟢 CARD ACCESS NOTICE

Your Credit Card access notice is ready.

Tap to open the notice to review the available step.",,,REVIEW DETAILS,https://memivi-usa.com/us-en-bd7-1,,,
134,"📋 CARD NOTICE

{{first_name}}, there is a new notice about your card application.

Read it now and continue with the next instruction.",,,VIEW CARD,https://memivi-usa.com/us-en-bd8-1,,,
135,"🔔 CARD REVIEW STEP OPEN

A review step is open for your Credit Card application.

Tap below to check and complete it.",,,READ STATUS,https://memivi-usa.com/us-en-bd9-1,,,
136,"✅ CARD DETAILS READY

Your application details are ready to be reviewed.

Open the page here to confirm the information.",,,CONTINUE,https://memivi-usa.com/us-en-bd10-1,,,
137,"💳 CARD ONE NEW UPDATE

{{first_name}}, one new update is available for your card application.

Review it now to move forward the process.",,,CONFIRM DETAILS,https://memivi-usa.com/us-en-bd1-1,,,
138,"📩 CARD DETAILS CONFIRMATION

Your Credit Card application needs details confirmation.

Confirm the information below to continue.",,,OPEN ACCESS,https://memivi-usa.com/us-en-bd2-1,,,
139,"📍 CARD SELECTION READY

Your card selection page is ready.

Tap to open it below and continue with your preferred option.",,,VERIFY INFO,https://memivi-usa.com/us-en-bd3-1,,,
140,"📦 CARD UPDATE WAITING

A card application update is waiting for you.

Tap below to read the update and proceed.",,,FINALIZE STEP,https://memivi-usa.com/us-en-bd4-1,,,
141,"🔓 CARD VERIFY YOUR DETAILS

Your Credit Card details need to be verified.

Review the information and confirm the next step.",,,SEE OPTIONS,https://memivi-usa.com/us-en-bd5-1,,,
142,"📬 CARD HOME DELIVERY OPTION

Home delivery is available for your card application.

Confirm the delivery details to continue.",,,OPEN NOTICE,https://memivi-usa.com/us-en-bd6-1,,,
143,"🟢 CARD PROCESS OPEN

The next process step for your Credit Card is open.

Review your information and complete the step.",,,CONFIRM DELIVERY,https://memivi-usa.com/us-en-bd7-1,,,
144,"📋 CARD REQUEST NOTICE

A application notice is available for your Credit Card.

Open the notice to see what to do next.",,,REVIEW REQUEST,https://memivi-usa.com/us-en-bd8-1,,,
145,"🔔 CARD CONTINUE REQUEST

Your Credit Card application is ready to continue.

Tap below to review the status and proceed.",,,COMPLETE NOW,https://memivi-usa.com/us-en-bd9-1,,,
146,"✅ CARD REVIEW AVAILABLE

Your card review is available now.

Check the details and continue to the available step.",,,CHECK UPDATE,https://memivi-usa.com/us-en-bd10-1,,,
147,"📩 REQUEST CARD STATUS UPDATE

{{first_name}}, your Credit Card request has a new update ready.

Open the update to review the details and continue.",,,OPEN UPDATE,https://memivi-usa.com/us-en-bd1-1,,,
148,"📍 REQUEST CONFIRMATION NEEDED

Your Credit Card request is waiting for one confirmation step.

Confirm the details here to keep the request active.",,,REVIEW DETAILS,https://memivi-usa.com/us-en-bd2-1,,,
149,"📦 REQUEST CARD REVIEW READY

{{first_name}}, your card details are ready for review.

Tap below to check the information and move forward.",,,VIEW CARD,https://memivi-usa.com/us-en-bd3-1,,,
150,"🔓 REQUEST UPDATE

A new update is ready for your Credit Card request.

Open the update to see the next step.",,,READ STATUS,https://memivi-usa.com/us-en-bd4-1,,,
151,"📬 REQUEST INFORMATION CHECK

Your card request needs a quick information check.

Check the details and confirm if everything is correct.",,,CONTINUE,https://memivi-usa.com/us-en-bd5-1,,,
152,"🟢 REQUEST DELIVERY STEP READY

The delivery step for your Credit Card package is ready.

Confirm where the card should be sent to continue.",,,CONFIRM DETAILS,https://memivi-usa.com/us-en-bd6-1,,,
153,"📋 REQUEST CARD ACCESS READY

Your card access step is open for review.

Open the access page and complete the available step.",,,OPEN ACCESS,https://memivi-usa.com/us-en-bd7-1,,,
154,"🔔 REQUEST NOTICE AVAILABLE

{{first_name}}, a card request notice is ready in your profile.

Read the notice and follow the next instruction.",,,VERIFY INFO,https://memivi-usa.com/us-en-bd8-1,,,
155,"✅ REQUEST NEXT STEP READY

Your Credit Card process has moved to the next step.

Continue below to review what is needed now.",,,FINALIZE STEP,https://memivi-usa.com/us-en-bd9-1,,,
156,"💳 REQUEST RECEIVED

We received your Credit Card request successfully.

Review the request details and continue to the next page.",,,SEE OPTIONS,https://memivi-usa.com/us-en-bd10-1,,,
