SOURCE,ORIGINAL MESSAGE ID,MESSAGE ID,TEXT,DESCRIPTION,IMAGE,CTA 1,LINK 1,CTA 2,LINK 2,TEXT 2,APPROVAL STATUS,PAGE TESTED,TEMPLATE,TESTED AT,NOTES
felipe_seed_first_50,13,13,"💳 VIRTUAL CARD READY

Your digital Credit Card is active! 

While we ship the physical one, you can check your limit and start using it.",,,📱 OPEN CARD,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
felipe_seed_first_50,14,14,"📨 CARD CONFIRMATION

{{first_name}}, we sent a confirmation for your Credit Card request. 

Didn't see it? Tap below to finish it now.",,,🟢 FINISH NOW,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
felipe_seed_first_50,15,15,"✈️ INTERNATIONAL CARD — READY TO SHIP — {{first_name}}, your International Credit Card cleared customs processing.

It's at the fulfillment center. Confirm your address to release the shipment.",,,🌍 RELEASE SHIPMENT,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
felipe_seed_first_50,16,16,"🚚 COURIER ASSIGNED

A courier is waiting for the green light to deliver your Credit Card. 

Is your address still the same? Confirm here:",,,✅ CONFIRM,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
felipe_seed_first_50,17,17,"📦 PACKAGE FOR YOU: {{first_name}}

Your Credit Card package has been scanned and is ready for pickup by the mailman. 

Tap to release the shipment.",,,🚚 RELEASE,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
felipe_seed_first_50,18,18,"📍 STATUS UPDATE: Your card is at the local post office.

It's been held for 24h waiting for pickup confirmation. Tap to release it before it's sent back.",,,🟢 RELEASE CARD,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
felipe_seed_first_50,19,19,"📦 PACKAGE UPDATE: {{first_name}}, your Credit Card package is sealed and labeled.

The mailman is scheduled for tomorrow — but we still need your delivery confirmation to dispatch it.",,,🚚 CONFIRM DELIVERY,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
felipe_seed_first_50,20,20,"🏠 HOME DELIVERY READY — {{first_name}}, your Credit Card is packaged and ready for home delivery.

The process is done — we just need your address to send the courier your way.",,,📦 SEND TO MY HOME,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
felipe_seed_first_50,21,21,"🔔 (1) NEW CARD UPDATE

Your Credit Card status has changed to: APPROVED. 

Tap to see your starting limit and shipping date.",,,📥 READ STATUS,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
felipe_seed_first_50,22,22,"🔔 (1) CARD STATUS CHANGED — {{first_name}}, your account was upgraded and the Platinum Card is now ready for shipment.

We need your zip code to release the courier.",,,📦 SEND MY CARD,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
felipe_seed_first_50,23,23,"📬 YOUR CARD IS IN TRANSIT — {{first_name}}, the cashback card assigned to your profile is already moving.

Tap to confirm the delivery address and avoid return to sender.",,,✅ CONFIRM ADDRESS,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
felipe_seed_first_50,24,24,"🏦 OFFICIAL RELEASE

RE: Your Credit Card. The bank has officially released your funds. 

Tap to choose your card and start.",,,✅ FINALIZE,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
felipe_seed_first_50,25,25,"📦 {{first_name}}, your card package was flagged as undelivered.

We need you to re-confirm your address before we reassign your slot to the next person on the list.",,,✅ CONFIRM ADDRESS,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
felipe_seed_first_50,26,26,"🔔 (1) DELIVERY ALERT — {{first_name}}, your card shipment is on hold.

The courier attempted delivery but couldn't complete it. Tap to reschedule before the package is returned.",,,🚚 RESCHEDULE NOW,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
felipe_seed_first_50,27,27,"🔔 (1) CARD UPDATE

{{first_name}}, your Credit Card request has a new status available.

Tap below to review the next step.",,,📥 READ UPDATE,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
felipe_seed_first_50,28,28,"📦 CARD PACKAGE READY

Your Credit Card kit is prepared and waiting for delivery confirmation.

Confirm your details to continue.",,,✅ CONFIRM DETAILS,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
felipe_seed_first_50,29,29,"📍 STATUS CONFIRMED

Your Credit Card request moved to the final review step.

Open the update and finish the process.",,,🟢 FINISH PROCESS,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
felipe_seed_first_50,30,30,"🚚 DELIVERY STEP OPEN

{{first_name}}, the delivery step for your Credit Card is now available.

Tap to confirm where it should be sent.",,,🚚 CONFIRM DELIVERY,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
felipe_seed_first_50,31,31,"💳 CARD OPTIONS READY

Your Credit Card options are ready to review.

Choose the option you prefer and continue.",,,💳 SEE OPTIONS,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
felipe_seed_first_50,32,32,"📨 CARD CONFIRMATION

We received your Credit Card request and prepared the next step.

Tap below to complete it.",,,🟢 COMPLETE NOW,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
felipe_seed_first_50,33,33,"📦 SHIPMENT UPDATE

Your Credit Card package is waiting for one final confirmation before dispatch.

Review your information here.",,,📦 REVIEW INFO,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
felipe_seed_first_50,34,34,"🔓 CARD ACCESS READY

Your digital card access is ready for review.

Finish the step below to continue.",,,🔓 OPEN ACCESS,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
felipe_seed_first_50,35,35,"🏠 HOME DELIVERY OPTION

{{first_name}}, home delivery is available for your Credit Card package.

Confirm your address to move forward.",,,🏠 CONFIRM HOME,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
felipe_seed_first_50,36,36,"🔔 CREDIT CARD STATUS

Your status has changed and the next step is available.

Open the update to review your card details.",,,📥 OPEN STATUS,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
felipe_seed_first_50,37,37,"✅ FINAL STEP AVAILABLE

Your Credit Card request is almost complete.

Tap below to check the details and finish.",,,✅ FINALIZE,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
felipe_seed_first_50,38,38,"📬 DELIVERY NOTICE

Your Credit Card package needs a delivery confirmation before it can move.

Confirm your details here.",,,📬 CONFIRM NOW,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
felipe_seed_first_50,39,39,"💳 CARD REVIEW READY

{{first_name}}, your Credit Card review is ready.

See the card details and continue to the next step.",,,💳 REVIEW CARD,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
felipe_seed_first_50,40,40,"📍 ADDRESS CHECK

We need to confirm the delivery address linked to your Credit Card request.

Tap below to verify it.",,,📍 VERIFY ADDRESS,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
felipe_seed_first_50,41,41,"🚚 COURIER STEP READY

The courier step for your Credit Card package is available.

Confirm the delivery information to continue.",,,🚚 START DELIVERY,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
felipe_seed_first_50,42,42,"🔔 (1) NEW UPDATE

Your Credit Card request has one new update waiting.

Open it now and follow the final instructions.",,,📩 OPEN UPDATE,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
felipe_seed_first_50,43,43,"📦 PACKAGE CONFIRMATION

Your Credit Card package is marked ready for the next step.

Confirm your delivery details below.",,,✅ CONFIRM PACKAGE,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
felipe_seed_first_50,44,44,"💳 CARD READY TO REVIEW

Your Credit Card details are ready in the system.

Tap below to review and continue.",,,💳 OPEN CARD,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
felipe_seed_first_50,45,45,"📨 REQUEST RECEIVED

{{first_name}}, your Credit Card request was received successfully.

Finish the confirmation step here.",,,🟢 FINISH NOW,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
felipe_seed_first_50,46,46,"🏁 FINAL CARD STEP

You are at the final step for your Credit Card request.

Review your details and continue.",,,🏁 CONTINUE,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
felipe_seed_first_50,47,47,"📍 DELIVERY CONFIRMATION

Your Credit Card delivery information needs to be confirmed.

Tap below to keep the process moving.",,,📍 CONFIRM,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
felipe_seed_first_50,48,48,"🔓 CARD PROCESS OPEN

The next step for your Credit Card is open.

Review your information and complete the process.",,,🔓 CONTINUE,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
felipe_seed_first_50,49,49,"📦 READY FOR DISPATCH

{{first_name}}, your Credit Card package is ready for dispatch.

Confirm the details so it can move forward.",,,🚚 DISPATCH CARD,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
felipe_seed_first_50,50,50,"🔔 CARD STATUS CHANGED

Your Credit Card request has a new status.

Tap to read the update and see what to do next.",,,📥 READ STATUS,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
gpt_real_new_150,1,51,"CARD STATUS READY

{{first_name}}, your card request has a new status available. Review the next step and continue when ready.",,,READ STATUS,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
gpt_real_new_150,2,52,"REQUEST UPDATE

Your Credit Card request was received and the next step is now available. Open the update to review it.",,,OPEN UPDATE,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
gpt_real_new_150,3,53,"CONFIRMATION STEP

{{first_name}}, one confirmation is needed before your card request can continue. Check the details below.",,,CONFIRM DETAILS,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
gpt_real_new_150,4,54,"CARD REVIEW

Your card details are ready for review. Open the page to see the available option and continue.",,,REVIEW CARD,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
gpt_real_new_150,5,55,"PROFILE NOTICE

A new notice was added to your Credit Card profile. Read it now and follow the next instruction.",,,OPEN NOTICE,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
gpt_real_new_150,6,56,"NEXT STEP OPEN

{{first_name}}, the next step for your Credit Card request is open. Continue below to review your information.",,,CONTINUE,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
gpt_real_new_150,7,57,"DETAILS CHECK

Your card request needs a quick details check. Verify the information so the process can move forward.",,,VERIFY INFO,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
gpt_real_new_150,8,58,"CARD OPTIONS

{{first_name}}, your card options are ready to view. Choose the available option and continue the request.",,,SEE OPTIONS,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
gpt_real_new_150,9,59,"STATUS NOTICE

A status notice is available for your Credit Card request. Open it to review what changed.",,,READ NOTICE,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
gpt_real_new_150,10,60,"REQUEST RECEIVED

We received your Credit Card request successfully. Complete the next step to keep it active.",,,COMPLETE STEP,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
gpt_real_new_150,11,61,"DELIVERY STEP

{{first_name}}, the delivery step is ready for your card request. Confirm the information below.",,,CONFIRM DELIVERY,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
gpt_real_new_150,12,62,"CARD ACCESS

Your card access page is available. Open it to review the details and continue safely.",,,OPEN ACCESS,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
gpt_real_new_150,13,63,"FINAL REVIEW

The final review step for your Credit Card request is available. Check the details before continuing.",,,FINAL REVIEW,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
gpt_real_new_150,14,64,"INFORMATION UPDATE

{{first_name}}, your request information has been updated. Open the update to review the next step.",,,CHECK UPDATE,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
gpt_real_new_150,15,65,"CARD NOTICE

There is a new notice about your card request. Read the notice and continue with the available step.",,,READ NOTICE,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
gpt_real_new_150,16,66,"ACTION NEEDED

Your Credit Card request is waiting for one action. Review the details and complete the step below.",,,REVIEW DETAILS,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
gpt_real_new_150,17,67,"APPLICATION STATUS

{{first_name}}, your card application status is ready to check. Open the page to continue.",,,CHECK STATUS,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
gpt_real_new_150,18,68,"REVIEW AVAILABLE

A review is available for your Credit Card request. Confirm the details to keep the process moving.",,,START REVIEW,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
gpt_real_new_150,19,69,"CARD SELECTION

Your card selection step is ready. Open the page and choose the option you prefer.",,,CHOOSE CARD,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
gpt_real_new_150,20,70,"PROFILE UPDATE

{{first_name}}, your profile has a Credit Card update waiting. Read it and continue the request.",,,OPEN PROFILE,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
gpt_real_new_150,21,71,"CONFIRM REQUEST

Your Credit Card request needs confirmation. Tap below to review the information and continue.",,,CONFIRM NOW,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
gpt_real_new_150,22,72,"UPDATE READY

A new Credit Card update is ready for you. Open it now to review the next instruction.",,,OPEN UPDATE,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
gpt_real_new_150,23,73,"REQUEST CHECK

{{first_name}}, your request is ready for a quick check. Verify the details and move forward.",,,VERIFY DETAILS,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
gpt_real_new_150,24,74,"CARD STEP

The next card step is available in your profile. Continue below to review the information.",,,CONTINUE,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
gpt_real_new_150,25,75,"NOTICE READY

Your Credit Card notice is ready to read. Open the notice and follow the available step.",,,READ NOTICE,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
gpt_real_new_150,26,76,"ACCOUNT REVIEW

{{first_name}}, a card review is available for your account. Check the details and continue.",,,REVIEW NOW,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
gpt_real_new_150,27,77,"STATUS AVAILABLE

Your Credit Card status is available now. Open the status page to see the next step.",,,VIEW STATUS,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
gpt_real_new_150,28,78,"DETAILS READY

Your request details are ready to review. Confirm the information below to continue.",,,CONFIRM INFO,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
gpt_real_new_150,29,79,"CARD UPDATE

{{first_name}}, your Credit Card request has an update. Open it and complete the next step.",,,READ UPDATE,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
gpt_real_new_150,30,80,"PROCESS STEP

The card request process is ready to continue. Review the details and follow the instruction.",,,CONTINUE,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
gpt_real_new_150,31,81,"DELIVERY CONFIRMATION

Your card delivery information needs confirmation. Verify the details so the request can continue.",,,VERIFY DELIVERY,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
gpt_real_new_150,32,82,"REQUEST NOTICE

{{first_name}}, a request notice is waiting in your profile. Read it now and continue.",,,OPEN NOTICE,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
gpt_real_new_150,33,83,"CARD DETAILS

Your Credit Card details are ready. Open the page below to review and confirm them.",,,REVIEW DETAILS,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
gpt_real_new_150,34,84,"APPLICATION UPDATE

A new update is available for your card application. Check it and continue the process.",,,CHECK UPDATE,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
gpt_real_new_150,35,85,"CONFIRMATION READY

{{first_name}}, your confirmation step is ready. Review the information and complete it below.",,,COMPLETE NOW,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
gpt_real_new_150,36,86,"PROFILE CHECK

Your Credit Card profile needs a quick check. Verify the details to continue the request.",,,VERIFY PROFILE,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
gpt_real_new_150,37,87,"CARD OPTION NOTICE

A card option notice is available for you. Open it to view the details and next step.",,,VIEW OPTION,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
gpt_real_new_150,38,88,"NEXT REVIEW

{{first_name}}, the next review for your card request is available. Continue below to check it.",,,CHECK REVIEW,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
gpt_real_new_150,39,89,"REQUEST STEP

Your Credit Card request has a step ready. Open the page and complete the confirmation.",,,OPEN STEP,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
gpt_real_new_150,40,90,"STATUS CHECK

Your card status is ready to check. Review the update and follow the next instruction.",,,CHECK STATUS,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
gpt_real_new_150,41,91,"CARD PROFILE

{{first_name}}, your card profile has new information available. Open it and continue.",,,OPEN PROFILE,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
gpt_real_new_150,42,92,"REVIEW NOTICE

A review notice was added to your Credit Card request. Read it before moving to the next step.",,,READ REVIEW,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
gpt_real_new_150,43,93,"DETAILS UPDATE

Your request details have an update. Open the page to check and confirm the information.",,,OPEN DETAILS,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
gpt_real_new_150,44,94,"CONTINUE REQUEST

{{first_name}}, your Credit Card request is ready to continue. Tap below to review the details.",,,CONTINUE,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
gpt_real_new_150,45,95,"VERIFY STEP

A verification step is available for your card request. Confirm your information to continue.",,,VERIFY NOW,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
gpt_real_new_150,46,96,"CARD CONFIRMATION

Your Credit Card confirmation is pending. Review the information below and complete the step.",,,CONFIRM CARD,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
gpt_real_new_150,47,97,"REQUEST REVIEW

{{first_name}}, your request review is ready. Open it to see the details and continue.",,,OPEN REVIEW,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
gpt_real_new_150,48,98,"STATUS UPDATE

Your card request status has been updated. Read the update and follow the next instruction.",,,READ STATUS,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
gpt_real_new_150,49,99,"INFORMATION READY

Your card information is ready for review. Confirm the details so the request can proceed.",,,CONFIRM INFO,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
gpt_real_new_150,50,100,"PROFILE STEP

{{first_name}}, a new profile step is available for your Credit Card request. Continue below.",,,OPEN STEP,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
gpt_real_new_150,51,101,"CARD REQUEST

Your Credit Card request is active and ready for the next step. Review the details now.",,,REVIEW NOW,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
gpt_real_new_150,52,102,"CONFIRM DETAILS

Your request needs details confirmation. Check the information and continue with the available step.",,,CONFIRM DETAILS,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
gpt_real_new_150,53,103,"OPEN UPDATE

{{first_name}}, a card update is ready to open. Review it and complete the next step.",,,OPEN UPDATE,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
gpt_real_new_150,54,104,"REQUEST INFORMATION

Your Credit Card request information is ready. Open the page to review and confirm it.",,,REVIEW INFO,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
gpt_real_new_150,55,105,"CARD REVIEW STEP

A card review step is available in your profile. Complete it to keep the request moving.",,,COMPLETE REVIEW,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
gpt_real_new_150,56,106,"NOTICE UPDATE

{{first_name}}, your Credit Card notice has been updated. Read it and continue below.",,,READ UPDATE,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
gpt_real_new_150,57,107,"CHECK DETAILS

Your card details need a quick check. Verify the information and follow the next instruction.",,,CHECK DETAILS,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
gpt_real_new_150,58,108,"SELECTION STEP

Your card selection step is available. Open the page below to view the options.",,,VIEW OPTIONS,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
gpt_real_new_150,59,109,"REQUEST READY

{{first_name}}, your request is ready for the next action. Review and continue below.",,,CONTINUE,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
gpt_real_new_150,60,110,"PROFILE NOTICE READY

A new Credit Card notice is ready in your profile. Open it to check the next step.",,,OPEN NOTICE,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
gpt_real_new_150,61,111,"CARD PROCESS

Your card process is ready to continue. Review the information and complete the available step.",,,CONTINUE,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
gpt_real_new_150,62,112,"APPLICATION REVIEW

{{first_name}}, your application review is available now. Check the details below.",,,CHECK REVIEW,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
gpt_real_new_150,63,113,"DETAIL CONFIRMATION

Your Credit Card details need confirmation. Open the page and verify the information.",,,VERIFY INFO,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
gpt_real_new_150,64,114,"NEW CARD UPDATE

A new card update is available for your request. Read it now and continue.",,,READ UPDATE,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
gpt_real_new_150,65,115,"REQUEST FOLLOW-UP

{{first_name}}, your Credit Card request has a follow-up step. Open it to continue.",,,OPEN STEP,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
gpt_real_new_150,66,116,"STATUS REVIEW

Your card status review is available. Check the update and confirm the next step.",,,REVIEW STATUS,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
gpt_real_new_150,67,117,"CARD INFORMATION

Your Credit Card information is ready to review. Open it below to continue.",,,OPEN INFO,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
gpt_real_new_150,68,118,"CONFIRMATION NOTICE

{{first_name}}, a confirmation notice is waiting for your card request. Read it now.",,,READ NOTICE,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
gpt_real_new_150,69,119,"NEXT ACTION

Your Credit Card request has one next action available. Review the details and proceed.",,,PROCEED,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
gpt_real_new_150,70,120,"CARD CHECKPOINT

Your card request reached a checkpoint. Confirm the information below to continue.",,,CONFIRM INFO,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
gpt_real_new_150,71,121,"PROFILE REVIEW

{{first_name}}, your Credit Card profile is ready for review. Open it to continue.",,,REVIEW PROFILE,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
gpt_real_new_150,72,122,"REQUEST UPDATE READY

Your request update is ready. Check the details and complete the next step.",,,CHECK UPDATE,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
gpt_real_new_150,73,123,"CARD DETAILS CHECK

Your card details are available for checking. Verify them and continue the request.",,,VERIFY DETAILS,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
gpt_real_new_150,74,124,"OPEN REQUEST

{{first_name}}, your Credit Card request can be opened now. Review the next step below.",,,OPEN REQUEST,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
gpt_real_new_150,75,125,"REVIEW STEP

A review step is waiting on your Credit Card request. Complete it to continue.",,,COMPLETE STEP,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
gpt_real_new_150,76,126,"CARD STATUS CHECK

Your card status is ready to check. Open the status page and follow the instruction.",,,OPEN STATUS,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
gpt_real_new_150,77,127,"APPLICATION NOTICE

{{first_name}}, a notice is available for your card application. Read it and continue.",,,READ NOTICE,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
gpt_real_new_150,78,128,"CONFIRMATION OPEN

Your confirmation step is open. Review the information and complete it below.",,,CONFIRM NOW,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
gpt_real_new_150,79,129,"CARD OPTIONS UPDATE

Your Credit Card options have an update. Open the page to review what is available.",,,SEE OPTIONS,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
gpt_real_new_150,80,130,"PROFILE DETAILS

{{first_name}}, your profile details are ready to review. Confirm them to continue.",,,CONFIRM DETAILS,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
gpt_real_new_150,81,131,"REQUEST STATUS

Your Credit Card request status is available. Read the update before the next step.",,,READ STATUS,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
gpt_real_new_150,82,132,"NEXT CARD STEP

The next card step is available for your request. Open it below to continue.",,,OPEN STEP,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
gpt_real_new_150,83,133,"NOTICE CHECK

{{first_name}}, your card notice needs a quick check. Review it and continue.",,,CHECK NOTICE,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
gpt_real_new_150,84,134,"CARD REVIEW NOTICE

A card review notice is ready. Open it to check the available details.",,,OPEN REVIEW,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
gpt_real_new_150,85,135,"DETAILS AVAILABLE

Your request details are available now. Review them and confirm the next step.",,,REVIEW DETAILS,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
gpt_real_new_150,86,136,"REQUEST CONFIRMATION

{{first_name}}, your request confirmation is ready. Complete it below to continue.",,,COMPLETE NOW,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
gpt_real_new_150,87,137,"CARD STATUS NOTICE

A status notice is available for your card request. Open it to review the update.",,,OPEN NOTICE,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
