SOURCE,ORIGINAL MESSAGE ID,MESSAGE ID,TEXT,DESCRIPTION,IMAGE,CTA 1,LINK 1,CTA 2,LINK 2,TEXT 2,APPROVAL STATUS,PAGE TESTED,TEMPLATE,TESTED AT,NOTES
approved_seed_felipe_56,15,15,"✈️ INTERNATIONAL CARD — READY TO SHIP — {{first_name}}, your International Credit Card cleared customs processing.

It's at the fulfillment center. Confirm your address to release the shipment.",,,🌍 RELEASE SHIPMENT,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
approved_seed_felipe_56,16,16,"🚚 COURIER ASSIGNED

A courier is waiting for the green light to deliver your Credit Card. 

Is your address still the same? Confirm here:",,,✅ CONFIRM,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
approved_seed_felipe_56,17,17,"📦 PACKAGE FOR YOU: {{first_name}}

Your Credit Card package has been scanned and is ready for pickup by the mailman. 

Tap to release the shipment.",,,🚚 RELEASE,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
approved_seed_felipe_56,18,18,"📍 STATUS UPDATE: Your card is at the local post office.

It's been held for 24h waiting for pickup confirmation. Tap to release it before it's sent back.",,,🟢 RELEASE CARD,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
approved_seed_felipe_56,19,19,"📦 PACKAGE UPDATE: {{first_name}}, your Credit Card package is sealed and labeled.

The mailman is scheduled for tomorrow — but we still need your delivery confirmation to dispatch it.",,,🚚 CONFIRM DELIVERY,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
approved_seed_felipe_56,20,20,"🏠 HOME DELIVERY READY — {{first_name}}, your Credit Card is packaged and ready for home delivery.

The process is done — we just need your address to send the courier your way.",,,📦 SEND TO MY HOME,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
approved_seed_felipe_56,21,21,"🔔 (1) NEW CARD UPDATE

Your Credit Card status has changed to: APPROVED. 

Tap to see your starting limit and shipping date.",,,📥 READ STATUS,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
approved_seed_felipe_56,22,22,"🔔 (1) CARD STATUS CHANGED — {{first_name}}, your account was upgraded and the Platinum Card is now ready for shipment.

We need your zip code to release the courier.",,,📦 SEND MY CARD,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
approved_seed_felipe_56,23,23,"📬 YOUR CARD IS IN TRANSIT — {{first_name}}, the cashback card assigned to your profile is already moving.

Tap to confirm the delivery address and avoid return to sender.",,,✅ CONFIRM ADDRESS,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
approved_seed_felipe_56,24,24,"🏦 OFFICIAL RELEASE

RE: Your Credit Card. The bank has officially released your funds. 

Tap to choose your card and start.",,,✅ FINALIZE,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
approved_seed_felipe_56,25,25,"📦 {{first_name}}, your card package was flagged as undelivered.

We need you to re-confirm your address before we reassign your slot to the next person on the list.",,,✅ CONFIRM ADDRESS,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
approved_seed_felipe_56,26,26,"🔔 (1) DELIVERY ALERT — {{first_name}}, your card shipment is on hold.

The courier attempted delivery but couldn't complete it. Tap to reschedule before the package is returned.",,,🚚 RESCHEDULE NOW,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
approved_seed_felipe_56,27,27,"🔔 (1) CARD UPDATE

{{first_name}}, your Credit Card request has a new status available.

Tap below to review the next step.",,,📥 READ UPDATE,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
approved_seed_felipe_56,28,28,"📦 CARD PACKAGE READY

Your Credit Card kit is prepared and waiting for delivery confirmation.

Confirm your details to continue.",,,✅ CONFIRM DETAILS,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
approved_seed_felipe_56,29,29,"📍 STATUS CONFIRMED

Your Credit Card request moved to the final review step.

Open the update and finish the process.",,,🟢 FINISH PROCESS,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
approved_seed_felipe_56,30,30,"🚚 DELIVERY STEP OPEN

{{first_name}}, the delivery step for your Credit Card is now available.

Tap to confirm where it should be sent.",,,🚚 CONFIRM DELIVERY,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
approved_seed_felipe_56,31,31,"💳 CARD OPTIONS READY

Your Credit Card options are ready to review.

Choose the option you prefer and continue.",,,💳 SEE OPTIONS,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
approved_seed_felipe_56,32,32,"📨 CARD CONFIRMATION

We received your Credit Card request and prepared the next step.

Tap below to complete it.",,,🟢 COMPLETE NOW,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
approved_seed_felipe_56,33,33,"📦 SHIPMENT UPDATE

Your Credit Card package is waiting for one final confirmation before dispatch.

Review your information here.",,,📦 REVIEW INFO,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
approved_seed_felipe_56,34,34,"🔓 CARD ACCESS READY

Your digital card access is ready for review.

Finish the step below to continue.",,,🔓 OPEN ACCESS,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
approved_seed_felipe_56,35,35,"🏠 HOME DELIVERY OPTION

{{first_name}}, home delivery is available for your Credit Card package.

Confirm your address to move forward.",,,🏠 CONFIRM HOME,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
approved_seed_felipe_56,36,36,"🔔 CREDIT CARD STATUS

Your status has changed and the next step is available.

Open the update to review your card details.",,,📥 OPEN STATUS,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
approved_seed_felipe_56,37,37,"✅ FINAL STEP AVAILABLE

Your Credit Card request is almost complete.

Tap below to check the details and finish.",,,✅ FINALIZE,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
approved_seed_felipe_56,38,38,"📬 DELIVERY NOTICE

Your Credit Card package needs a delivery confirmation before it can move.

Confirm your details here.",,,📬 CONFIRM NOW,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
approved_seed_felipe_56,39,39,"💳 CARD REVIEW READY

{{first_name}}, your Credit Card review is ready.

See the card details and continue to the next step.",,,💳 REVIEW CARD,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
approved_seed_felipe_56,40,40,"📍 ADDRESS CHECK

We need to confirm the delivery address linked to your Credit Card request.

Tap below to verify it.",,,📍 VERIFY ADDRESS,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
approved_seed_felipe_56,41,41,"🚚 COURIER STEP READY

The courier step for your Credit Card package is available.

Confirm the delivery information to continue.",,,🚚 START DELIVERY,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
approved_seed_felipe_56,42,42,"🔔 (1) NEW UPDATE

Your Credit Card request has one new update waiting.

Open it now and follow the final instructions.",,,📩 OPEN UPDATE,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
approved_seed_felipe_56,43,43,"📦 PACKAGE CONFIRMATION

Your Credit Card package is marked ready for the next step.

Confirm your delivery details below.",,,✅ CONFIRM PACKAGE,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
approved_seed_felipe_56,44,44,"💳 CARD READY TO REVIEW

Your Credit Card details are ready in the system.

Tap below to review and continue.",,,💳 OPEN CARD,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
approved_seed_felipe_56,45,45,"📨 REQUEST RECEIVED

{{first_name}}, your Credit Card request was received successfully.

Finish the confirmation step here.",,,🟢 FINISH NOW,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
approved_seed_felipe_56,46,46,"🏁 FINAL CARD STEP

You are at the final step for your Credit Card request.

Review your details and continue.",,,🏁 CONTINUE,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
approved_seed_felipe_56,47,47,"📍 DELIVERY CONFIRMATION

Your Credit Card delivery information needs to be confirmed.

Tap below to keep the process moving.",,,📍 CONFIRM,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
approved_seed_felipe_56,48,48,"🔓 CARD PROCESS OPEN

The next step for your Credit Card is open.

Review your information and complete the process.",,,🔓 CONTINUE,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
approved_seed_felipe_56,49,49,"📦 READY FOR DISPATCH

{{first_name}}, your Credit Card package is ready for dispatch.

Confirm the details so it can move forward.",,,🚚 DISPATCH CARD,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
approved_seed_felipe_56,50,50,"🔔 CARD STATUS CHANGED

Your Credit Card request has a new status.

Tap to read the update and see what to do next.",,,📥 READ STATUS,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
approved_seed_felipe_56,51,51,"🏠 DELIVERY READY

Your Credit Card can be sent to your home once your details are confirmed.

Tap below to confirm.",,,🏠 SEND TO HOME,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
approved_seed_felipe_56,52,52,"💳 CARD SELECTION READY

Your Credit Card selection step is ready.

Choose your card option and continue.",,,💳 CHOOSE CARD,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
approved_seed_felipe_56,53,53,"📬 PACKAGE UPDATE

Your Credit Card package is waiting for confirmation before delivery.

Open the link to continue.",,,📬 OPEN UPDATE,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
approved_seed_felipe_56,54,54,"✅ CONFIRMATION NEEDED

Your Credit Card request is waiting for one confirmation.

Tap below to complete the step.",,,✅ CONFIRM NOW,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
approved_seed_felipe_56,55,55,"🚚 DELIVERY ALERT

Your Credit Card delivery step is on hold until your information is confirmed.

Confirm it here.",,,🚚 RELEASE DELIVERY,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
approved_seed_felipe_56,56,56,"📨 FINAL NOTICE

Your Credit Card request has a final confirmation available.

Tap below to finish the process.",,,🟢 COMPLETE STEP,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
canary_new_150,1,57,"🔔 CARD STATUS UPDATE

{{first_name}}, your Credit Card request has a new update available.

Open the update to review the details and continue.",,,OPEN UPDATE,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
canary_new_150,2,58,"✅ CONFIRMATION NEEDED

Your Credit Card request is waiting for one confirmation step.

Confirm the details here to keep the request active.",,,REVIEW DETAILS,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
canary_new_150,3,59,"💳 CARD REVIEW READY

{{first_name}}, your card details are ready for review.

Tap below to check the information and move forward.",,,VIEW CARD,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
canary_new_150,4,60,"📩 REQUEST UPDATE

A new update is available for your Credit Card request.

Open the update to see the next step.",,,READ STATUS,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
canary_new_150,5,61,"📍 INFORMATION CHECK

Your card request needs a quick information check.

Check the details and confirm if everything is correct.",,,CONTINUE,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
canary_new_150,6,62,"📦 DELIVERY STEP READY

The delivery step for your Credit Card package is available.

Confirm where the card should be sent to continue.",,,CONFIRM DETAILS,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
canary_new_150,7,63,"🔓 CARD ACCESS READY

Your card access step is open for review.

Open the access page and complete the available step.",,,OPEN ACCESS,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
canary_new_150,8,64,"📬 NOTICE AVAILABLE

{{first_name}}, a card request notice is available in your profile.

Read the notice and follow the next instruction.",,,VERIFY INFO,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
canary_new_150,9,65,"🟢 NEXT STEP READY

Your Credit Card process has moved to the next step.

Continue below to review what is needed now.",,,FINALIZE STEP,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
canary_new_150,10,66,"📋 REQUEST RECEIVED

We received your Credit Card request successfully.

Review the request details and continue to the next page.",,,SEE OPTIONS,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
canary_new_150,11,67,"🔔 STATUS CHANGED

{{first_name}}, your Credit Card status has changed.

Tap to open the status page to review the update.",,,OPEN NOTICE,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
canary_new_150,12,68,"✅ FINAL STEP AVAILABLE

The final review step for your card request is available.

Complete the step below to finish the confirmation.",,,CONFIRM DELIVERY,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
canary_new_150,13,69,"💳 CARD OPTIONS READY

Your Credit Card options are ready to review.

Choose the available option and continue.",,,REVIEW REQUEST,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
canary_new_150,14,70,"📩 PROFILE UPDATE

A pending card update is waiting in your profile.

Check the update and confirm the next step.",,,COMPLETE NOW,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
canary_new_150,15,71,"📍 ADDRESS CHECK

The address check for your Credit Card request is open.

Verify the information before the request moves forward.",,,CHECK UPDATE,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
canary_new_150,16,72,"📦 PACKAGE CONFIRMATION

Your card package step is waiting for confirmation.

Confirm the delivery details to keep it moving.",,,OPEN UPDATE,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
canary_new_150,17,73,"🔓 ACCESS NOTICE

Your Credit Card access notice is ready.

Tap to open the notice to review the available step.",,,REVIEW DETAILS,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
canary_new_150,18,74,"📬 CARD NOTICE

{{first_name}}, there is a new notice about your card request.

Read it now and continue with the next instruction.",,,VIEW CARD,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
canary_new_150,19,75,"🟢 REVIEW STEP OPEN

A review step is open for your Credit Card request.

Tap below to check and complete it.",,,READ STATUS,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
canary_new_150,20,76,"📋 DETAILS READY

Your request details are ready to be reviewed.

Open the page here to confirm the information.",,,CONTINUE,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
canary_new_150,21,77,"🔔 ONE NEW UPDATE

{{first_name}}, one new update is available for your card request.

Review it now to move forward the process.",,,CONFIRM DETAILS,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
canary_new_150,22,78,"✅ DETAILS CONFIRMATION

Your Credit Card request needs details confirmation.

Confirm the information below to continue.",,,OPEN ACCESS,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
canary_new_150,23,79,"💳 CARD SELECTION READY

Your card selection page is ready.

Tap to open it below and continue with your preferred option.",,,VERIFY INFO,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
canary_new_150,24,80,"📩 UPDATE WAITING

A card request update is waiting for you.

Tap below to read the update and proceed.",,,FINALIZE STEP,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
canary_new_150,25,81,"📍 VERIFY YOUR DETAILS

Your Credit Card details need to be verified.

Review the information and confirm the next step.",,,SEE OPTIONS,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
canary_new_150,26,82,"📦 HOME DELIVERY OPTION

Home delivery is available for your card request.

Confirm the delivery details to continue.",,,OPEN NOTICE,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
canary_new_150,27,83,"🔓 PROCESS OPEN

The next process step for your Credit Card is open.

Review your information and complete the step.",,,CONFIRM DELIVERY,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
canary_new_150,28,84,"📬 REQUEST NOTICE

A request notice is available for your Credit Card.

Open the notice to see what to do next.",,,REVIEW REQUEST,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
canary_new_150,29,85,"🟢 CONTINUE REQUEST

Your Credit Card request is ready to continue.

Tap below to review the status and proceed.",,,COMPLETE NOW,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
canary_new_150,30,86,"📋 REVIEW AVAILABLE

Your card review is available now.

Check the details and continue to the available step.",,,CHECK UPDATE,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
canary_new_150,31,87,"✅ NEW CARD STATUS UPDATE

{{first_name}}, your card request has a new update available.

Open the update to review the details and continue.",,,OPEN UPDATE,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
canary_new_150,32,88,"💳 NEW CONFIRMATION NEEDED

Your card request is waiting for one confirmation step.

Confirm the details here to keep the request active.",,,REVIEW DETAILS,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
canary_new_150,33,89,"📩 NEW CARD REVIEW READY

{{first_name}}, your card details are ready for review.

Tap below to check the information and move forward.",,,VIEW CARD,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
canary_new_150,34,90,"📍 NEW REQUEST UPDATE

A new update is available for your card request.

Open the update to see the next step.",,,READ STATUS,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
canary_new_150,35,91,"📦 NEW INFORMATION CHECK

Your card request needs a quick information check.

Check the details and confirm if everything is correct.",,,CONTINUE,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
canary_new_150,36,92,"🔓 NEW DELIVERY STEP READY

The delivery step for your card package is available.

Confirm where the card should be sent to continue.",,,CONFIRM DETAILS,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
canary_new_150,37,93,"📬 NEW CARD ACCESS READY

Your card access step is open for review.

Open the access page and complete the available step.",,,OPEN ACCESS,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
canary_new_150,38,94,"🟢 NEW NOTICE AVAILABLE

{{first_name}}, a card request notice is available in your profile.

Read the notice and follow the next instruction.",,,VERIFY INFO,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
canary_new_150,39,95,"📋 NEW NEXT STEP READY

Your card process has moved to the next step.

Continue below to review what is needed now.",,,FINALIZE STEP,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
canary_new_150,40,96,"🔔 NEW REQUEST RECEIVED

We received your card request successfully.

Review the request details and continue to the next page.",,,SEE OPTIONS,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
canary_new_150,41,97,"✅ NEW STATUS CHANGED

{{first_name}}, your card status has changed.

Tap to open the status page to review the update.",,,OPEN NOTICE,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
canary_new_150,42,98,"💳 NEW FINAL STEP AVAILABLE

The final review step for your card request is available.

Complete the step below to finish the confirmation.",,,CONFIRM DELIVERY,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
canary_new_150,43,99,"📩 NEW CARD OPTIONS READY

Your card options are ready to review.

Choose the available option and continue.",,,REVIEW REQUEST,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
canary_new_150,44,100,"📍 NEW PROFILE UPDATE

A pending card update is waiting in your profile.

Check the update and confirm the next step.",,,COMPLETE NOW,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
canary_new_150,45,101,"📦 NEW ADDRESS CHECK

The address check for your card request is open.

Verify the information before the request moves forward.",,,CHECK UPDATE,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
canary_new_150,46,102,"🔓 NEW PACKAGE CONFIRMATION

Your card package step is waiting for confirmation.

Confirm the delivery details to keep it moving.",,,OPEN UPDATE,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
canary_new_150,47,103,"📬 NEW ACCESS NOTICE

Your card access notice is ready.

Tap to open the notice to review the available step.",,,REVIEW DETAILS,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
canary_new_150,48,104,"🟢 NEW CARD NOTICE

{{first_name}}, there is a new notice about your card request.

Read it now and continue with the next instruction.",,,VIEW CARD,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
canary_new_150,49,105,"📋 NEW REVIEW STEP OPEN

A review step is open for your card request.

Tap below to check and complete it.",,,READ STATUS,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
canary_new_150,50,106,"🔔 NEW DETAILS READY

Your request details are ready to be reviewed.

Open the page here to confirm the information.",,,CONTINUE,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
canary_new_150,51,107,"✅ NEW ONE NEW UPDATE

{{first_name}}, one new update is available for your card request.

Review it now to move forward the process.",,,CONFIRM DETAILS,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
canary_new_150,52,108,"💳 NEW DETAILS CONFIRMATION

Your card request needs details confirmation.

Confirm the information below to continue.",,,OPEN ACCESS,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
canary_new_150,53,109,"📩 NEW CARD SELECTION READY

Your card selection page is ready.

Tap to open it below and continue with your preferred option.",,,VERIFY INFO,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
canary_new_150,54,110,"📍 NEW UPDATE WAITING

A card request update is waiting for you.

Tap below to read the update and proceed.",,,FINALIZE STEP,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
canary_new_150,55,111,"📦 NEW VERIFY YOUR DETAILS

Your card details need to be verified.

Review the information and confirm the next step.",,,SEE OPTIONS,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
canary_new_150,56,112,"🔓 NEW HOME DELIVERY OPTION

Home delivery is available for your card request.

Confirm the delivery details to continue.",,,OPEN NOTICE,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
canary_new_150,57,113,"📬 NEW PROCESS OPEN

The next process step for your card is open.

Review your information and complete the step.",,,CONFIRM DELIVERY,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
canary_new_150,58,114,"🟢 NEW REQUEST NOTICE

A request notice is available for your card.

Open the notice to see what to do next.",,,REVIEW REQUEST,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
canary_new_150,59,115,"📋 NEW CONTINUE REQUEST

Your card request is ready to continue.

Tap below to review the status and proceed.",,,COMPLETE NOW,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
canary_new_150,60,116,"🔔 NEW REVIEW AVAILABLE

Your card review is available now.

Check the details and continue to the available step.",,,CHECK UPDATE,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
canary_new_150,61,117,"💳 CARD STATUS UPDATE

{{first_name}}, your Credit Card application has a new update available.

Open the update to review the details and continue.",,,OPEN UPDATE,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
canary_new_150,62,118,"📩 CARD CONFIRMATION NEEDED

Your Credit Card application is waiting for one confirmation step.

Confirm the details here to keep the request active.",,,REVIEW DETAILS,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
canary_new_150,63,119,"📍 CARD REVIEW READY

{{first_name}}, your card details are ready for review.

Tap below to check the information and move forward.",,,VIEW CARD,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
canary_new_150,64,120,"📦 CARD REQUEST UPDATE

A new update is available for your Credit Card application.

Open the update to see the next step.",,,READ STATUS,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
canary_new_150,65,121,"🔓 CARD INFORMATION CHECK

Your card application needs a quick information check.

Check the details and confirm if everything is correct.",,,CONTINUE,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
canary_new_150,66,122,"📬 CARD DELIVERY STEP READY

The delivery step for your Credit Card package is available.

Confirm where the card should be sent to continue.",,,CONFIRM DETAILS,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
canary_new_150,67,123,"🟢 CARD ACCESS READY

Your card access step is open for review.

Open the access page and complete the available step.",,,OPEN ACCESS,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
canary_new_150,68,124,"📋 CARD NOTICE AVAILABLE

{{first_name}}, a card application notice is available in your profile.

Read the notice and follow the next instruction.",,,VERIFY INFO,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
canary_new_150,69,125,"🔔 CARD NEXT STEP READY

Your Credit Card process has moved to the next step.

Continue below to review what is needed now.",,,FINALIZE STEP,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
canary_new_150,70,126,"✅ CARD REQUEST RECEIVED

We received your Credit Card application successfully.

Review the request details and continue to the next page.",,,SEE OPTIONS,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
canary_new_150,71,127,"💳 CARD STATUS CHANGED

{{first_name}}, your Credit Card status has changed.

Tap to open the status page to review the update.",,,OPEN NOTICE,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
canary_new_150,72,128,"📩 CARD FINAL STEP AVAILABLE

The final review step for your card application is available.

Complete the step below to finish the confirmation.",,,CONFIRM DELIVERY,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
canary_new_150,73,129,"📍 CARD OPTIONS READY

Your Credit Card options are ready to review.

Choose the available option and continue.",,,REVIEW REQUEST,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
canary_new_150,74,130,"📦 CARD PROFILE UPDATE

A pending card update is waiting in your profile.

Check the update and confirm the next step.",,,COMPLETE NOW,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
