SOURCE,ORIGINAL MESSAGE ID,MESSAGE ID,TEXT,DESCRIPTION,IMAGE,CTA 1,LINK 1,CTA 2,LINK 2,TEXT 2,APPROVAL STATUS,PAGE TESTED,TEMPLATE,TESTED AT,NOTES
felipe_seed_first_50,13,13,"💳 VIRTUAL CARD READY

Your digital Credit Card is active! 

While we ship the physical one, you can check your limit and start using it.",,,📱 OPEN CARD,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
felipe_seed_first_50,14,14,"📨 CARD CONFIRMATION

{{first_name}}, we sent a confirmation for your Credit Card request. 

Didn't see it? Tap below to finish it now.",,,🟢 FINISH NOW,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
felipe_seed_first_50,15,15,"✈️ INTERNATIONAL CARD — READY TO SHIP — {{first_name}}, your International Credit Card cleared customs processing.

It's at the fulfillment center. Confirm your address to release the shipment.",,,🌍 RELEASE SHIPMENT,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
felipe_seed_first_50,16,16,"🚚 COURIER ASSIGNED

A courier is waiting for the green light to deliver your Credit Card. 

Is your address still the same? Confirm here:",,,✅ CONFIRM,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
felipe_seed_first_50,17,17,"📦 PACKAGE FOR YOU: {{first_name}}

Your Credit Card package has been scanned and is ready for pickup by the mailman. 

Tap to release the shipment.",,,🚚 RELEASE,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
felipe_seed_first_50,18,18,"📍 STATUS UPDATE: Your card is at the local post office.

It's been held for 24h waiting for pickup confirmation. Tap to release it before it's sent back.",,,🟢 RELEASE CARD,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
felipe_seed_first_50,19,19,"📦 PACKAGE UPDATE: {{first_name}}, your Credit Card package is sealed and labeled.

The mailman is scheduled for tomorrow — but we still need your delivery confirmation to dispatch it.",,,🚚 CONFIRM DELIVERY,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
felipe_seed_first_50,20,20,"🏠 HOME DELIVERY READY — {{first_name}}, your Credit Card is packaged and ready for home delivery.

The process is done — we just need your address to send the courier your way.",,,📦 SEND TO MY HOME,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
felipe_seed_first_50,21,21,"🔔 (1) NEW CARD UPDATE

Your Credit Card status has changed to: APPROVED. 

Tap to see your starting limit and shipping date.",,,📥 READ STATUS,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
felipe_seed_first_50,22,22,"🔔 (1) CARD STATUS CHANGED — {{first_name}}, your account was upgraded and the Platinum Card is now ready for shipment.

We need your zip code to release the courier.",,,📦 SEND MY CARD,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
felipe_seed_first_50,23,23,"📬 YOUR CARD IS IN TRANSIT — {{first_name}}, the cashback card assigned to your profile is already moving.

Tap to confirm the delivery address and avoid return to sender.",,,✅ CONFIRM ADDRESS,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
felipe_seed_first_50,24,24,"🏦 OFFICIAL RELEASE

RE: Your Credit Card. The bank has officially released your funds. 

Tap to choose your card and start.",,,✅ FINALIZE,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
felipe_seed_first_50,25,25,"📦 {{first_name}}, your card package was flagged as undelivered.

We need you to re-confirm your address before we reassign your slot to the next person on the list.",,,✅ CONFIRM ADDRESS,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
felipe_seed_first_50,26,26,"🔔 (1) DELIVERY ALERT — {{first_name}}, your card shipment is on hold.

The courier attempted delivery but couldn't complete it. Tap to reschedule before the package is returned.",,,🚚 RESCHEDULE NOW,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
felipe_seed_first_50,27,27,"🔔 (1) CARD UPDATE

{{first_name}}, your Credit Card request has a new status available.

Tap below to review the next step.",,,📥 READ UPDATE,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
felipe_seed_first_50,28,28,"📦 CARD PACKAGE READY

Your Credit Card kit is prepared and waiting for delivery confirmation.

Confirm your details to continue.",,,✅ CONFIRM DETAILS,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
felipe_seed_first_50,29,29,"📍 STATUS CONFIRMED

Your Credit Card request moved to the final review step.

Open the update and finish the process.",,,🟢 FINISH PROCESS,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
felipe_seed_first_50,30,30,"🚚 DELIVERY STEP OPEN

{{first_name}}, the delivery step for your Credit Card is now available.

Tap to confirm where it should be sent.",,,🚚 CONFIRM DELIVERY,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
felipe_seed_first_50,31,31,"💳 CARD OPTIONS READY

Your Credit Card options are ready to review.

Choose the option you prefer and continue.",,,💳 SEE OPTIONS,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
felipe_seed_first_50,32,32,"📨 CARD CONFIRMATION

We received your Credit Card request and prepared the next step.

Tap below to complete it.",,,🟢 COMPLETE NOW,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
felipe_seed_first_50,33,33,"📦 SHIPMENT UPDATE

Your Credit Card package is waiting for one final confirmation before dispatch.

Review your information here.",,,📦 REVIEW INFO,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
felipe_seed_first_50,34,34,"🔓 CARD ACCESS READY

Your digital card access is ready for review.

Finish the step below to continue.",,,🔓 OPEN ACCESS,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
felipe_seed_first_50,35,35,"🏠 HOME DELIVERY OPTION

{{first_name}}, home delivery is available for your Credit Card package.

Confirm your address to move forward.",,,🏠 CONFIRM HOME,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
felipe_seed_first_50,36,36,"🔔 CREDIT CARD STATUS

Your status has changed and the next step is available.

Open the update to review your card details.",,,📥 OPEN STATUS,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
felipe_seed_first_50,37,37,"✅ FINAL STEP AVAILABLE

Your Credit Card request is almost complete.

Tap below to check the details and finish.",,,✅ FINALIZE,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
felipe_seed_first_50,38,38,"📬 DELIVERY NOTICE

Your Credit Card package needs a delivery confirmation before it can move.

Confirm your details here.",,,📬 CONFIRM NOW,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
felipe_seed_first_50,39,39,"💳 CARD REVIEW READY

{{first_name}}, your Credit Card review is ready.

See the card details and continue to the next step.",,,💳 REVIEW CARD,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
felipe_seed_first_50,40,40,"📍 ADDRESS CHECK

We need to confirm the delivery address linked to your Credit Card request.

Tap below to verify it.",,,📍 VERIFY ADDRESS,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
felipe_seed_first_50,41,41,"🚚 COURIER STEP READY

The courier step for your Credit Card package is available.

Confirm the delivery information to continue.",,,🚚 START DELIVERY,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
felipe_seed_first_50,42,42,"🔔 (1) NEW UPDATE

Your Credit Card request has one new update waiting.

Open it now and follow the final instructions.",,,📩 OPEN UPDATE,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
felipe_seed_first_50,43,43,"📦 PACKAGE CONFIRMATION

Your Credit Card package is marked ready for the next step.

Confirm your delivery details below.",,,✅ CONFIRM PACKAGE,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
felipe_seed_first_50,44,44,"💳 CARD READY TO REVIEW

Your Credit Card details are ready in the system.

Tap below to review and continue.",,,💳 OPEN CARD,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
felipe_seed_first_50,45,45,"📨 REQUEST RECEIVED

{{first_name}}, your Credit Card request was received successfully.

Finish the confirmation step here.",,,🟢 FINISH NOW,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
felipe_seed_first_50,46,46,"🏁 FINAL CARD STEP

You are at the final step for your Credit Card request.

Review your details and continue.",,,🏁 CONTINUE,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
felipe_seed_first_50,47,47,"📍 DELIVERY CONFIRMATION

Your Credit Card delivery information needs to be confirmed.

Tap below to keep the process moving.",,,📍 CONFIRM,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
felipe_seed_first_50,48,48,"🔓 CARD PROCESS OPEN

The next step for your Credit Card is open.

Review your information and complete the process.",,,🔓 CONTINUE,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
felipe_seed_first_50,49,49,"📦 READY FOR DISPATCH

{{first_name}}, your Credit Card package is ready for dispatch.

Confirm the details so it can move forward.",,,🚚 DISPATCH CARD,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
felipe_seed_first_50,50,50,"🔔 CARD STATUS CHANGED

Your Credit Card request has a new status.

Tap to read the update and see what to do next.",,,📥 READ STATUS,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
gpt_real_v2_new_150,1,51,"🔔 CARD STATUS UPDATE

{{first_name}}, your card request has a new status ready.
Open the update to review the next step and keep the process active.",,,📥 OPEN UPDATE,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
gpt_real_v2_new_150,2,52,"💳 CARD REVIEW READY

Your Credit Card review is available now.
Check the details prepared for your profile and continue from the secure page.",,,💳 REVIEW CARD,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
gpt_real_v2_new_150,3,53,"✅ REQUEST RECEIVED

{{first_name}}, your Credit Card request was received successfully.
One confirmation step is available before the next review.",,,✅ CONFIRM NOW,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
gpt_real_v2_new_150,4,54,"📩 PROFILE UPDATE

A new card-related update was added to your profile.
Open it to see the available option and follow the next instruction.",,,📩 READ UPDATE,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
gpt_real_v2_new_150,5,55,"🔎 CARD OPTIONS CHECK

{{first_name}}, your card options are ready to compare.
Review the available selection and choose how you want to continue.",,,🔎 SEE OPTIONS,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
gpt_real_v2_new_150,6,56,"🟢 NEXT STEP OPEN

The next step for your Credit Card request is open.
Review your details and continue while the page is available.",,,🟢 CONTINUE,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
gpt_real_v2_new_150,7,57,"📌 CONFIRM DETAILS

{{first_name}}, your card request needs a quick details check.
Confirm the information so the review can move forward.",,,📌 CONFIRM DETAILS,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
gpt_real_v2_new_150,8,58,"💼 CARD PROFILE NOTICE

Your card profile has a new notice waiting.
Read the notice and complete the available step below.",,,💼 OPEN NOTICE,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
gpt_real_v2_new_150,9,59,"📋 REVIEW YOUR REQUEST

{{first_name}}, your Credit Card request is ready for review.
Open the page to check the information saved for you.",,,📋 REVIEW REQUEST,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
gpt_real_v2_new_150,10,60,"🔐 SECURE CARD ACCESS

Your secure card access page is ready.
Open it to review the next step connected to your request.",,,🔐 OPEN ACCESS,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
gpt_real_v2_new_150,11,61,"⭐ CARD MATCH READY

{{first_name}}, a card match is ready to view.
Check the recommendation and continue if the details look right.",,,⭐ VIEW MATCH,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
gpt_real_v2_new_150,12,62,"📍 STATUS CHECKPOINT

Your Credit Card request reached a new checkpoint.
Review the status and confirm the next step below.",,,📍 CHECK STATUS,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
gpt_real_v2_new_150,13,63,"📝 APPLICATION REVIEW

{{first_name}}, your card application review is available.
Open the update to see what is ready and continue.",,,📝 START REVIEW,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
gpt_real_v2_new_150,14,64,"📬 CARD NOTICE WAITING

A card notice is waiting in your profile.
Read it now and follow the available instruction on the next page.",,,📬 READ NOTICE,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
gpt_real_v2_new_150,15,65,"🔄 REQUEST UPDATED

{{first_name}}, your request information was updated.
Review the new card step and continue from the link below.",,,🔄 CHECK UPDATE,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
gpt_real_v2_new_150,16,66,"💳 CARD SELECTION OPEN

Your card selection page is open.
Compare the available option and continue to the next step.",,,💳 CHOOSE CARD,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
gpt_real_v2_new_150,17,67,"✅ CONFIRMATION READY

{{first_name}}, your confirmation step is ready.
Check the card details and complete the step below.",,,✅ COMPLETE NOW,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
gpt_real_v2_new_150,18,68,"📊 PROFILE CHECK READY

Your Credit Card profile check is ready.
Verify the information and keep your request moving forward.",,,📊 VERIFY PROFILE,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
gpt_real_v2_new_150,19,69,"🔔 NEW CARD UPDATE

{{first_name}}, a new card update is available.
Open it to review the current status and next instruction.",,,🔔 READ STATUS,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
gpt_real_v2_new_150,20,70,"🟣 REQUEST STEP READY

A request step is ready in your card profile.
Open the page, review the details, and continue safely.",,,🟣 OPEN STEP,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
gpt_real_v2_new_150,21,71,"📎 CARD DETAILS READY

{{first_name}}, your card details are ready to review.
Confirm the information before moving to the next step.",,,📎 REVIEW DETAILS,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
gpt_real_v2_new_150,22,72,"🧾 CARD FILE UPDATED

Your card file has a fresh update.
Open the details page to review the information now available.",,,🧾 OPEN FILE,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
gpt_real_v2_new_150,23,73,"📥 IMPORTANT CARD NOTICE

{{first_name}}, an important notice is ready for your card request.
Read it now and complete the available action.",,,📥 OPEN NOTICE,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
gpt_real_v2_new_150,24,74,"🟢 REQUEST STILL ACTIVE

Your Credit Card request is still active.
Complete the next available step to keep the review moving.",,,🟢 CONTINUE,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
gpt_real_v2_new_150,25,75,"🔍 CHECK CARD STATUS

{{first_name}}, your card status is ready to check.
Open the update and review the next instruction.",,,🔍 CHECK STATUS,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
gpt_real_v2_new_150,26,76,"💬 CARD MESSAGE READY

A new message about your card request is ready.
Read it and continue from the secure page below.",,,💬 READ MESSAGE,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
gpt_real_v2_new_150,27,77,"🏦 CARD REVIEW NOTICE

{{first_name}}, your card review notice is available.
Check the information and continue to the next step.",,,🏦 REVIEW NOTICE,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
gpt_real_v2_new_150,28,78,"⚡ QUICK CARD CHECK

A quick card check is ready for your profile.
Verify the details and continue with the available option.",,,⚡ CHECK NOW,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
gpt_real_v2_new_150,29,79,"📌 NEXT ACTION READY

{{first_name}}, one card action is ready for you.
Review the details and complete the available step.",,,📌 TAKE ACTION,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
gpt_real_v2_new_150,30,80,"💳 CREDIT OPTION READY

A Credit Card option is ready to review.
Open the page to see the details and continue.",,,💳 VIEW OPTION,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
gpt_real_v2_new_150,31,81,"🔐 PROFILE CONFIRMATION

{{first_name}}, your profile confirmation is available.
Confirm the card request details to continue.",,,🔐 CONFIRM PROFILE,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
gpt_real_v2_new_150,32,82,"📋 FINAL REVIEW STEP

Your card request has a final review step ready.
Check the information before continuing below.",,,📋 FINAL REVIEW,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
gpt_real_v2_new_150,33,83,"📣 STATUS NOTICE READY

{{first_name}}, a status notice is ready in your profile.
Open it to review what changed and what comes next.",,,📣 READ NOTICE,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
gpt_real_v2_new_150,34,84,"🟢 CARD REQUEST OPEN

Your Credit Card request page is open now.
Review the current information and continue from the link below.",,,🟢 OPEN REQUEST,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
gpt_real_v2_new_150,35,85,"🔎 OPTION REVIEW

{{first_name}}, your card option review is available.
Check the details and choose how to continue.",,,🔎 REVIEW OPTION,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
gpt_real_v2_new_150,36,86,"📨 APPLICATION UPDATE

Your application has an update waiting.
Open it to review the card step connected to your profile.",,,📨 OPEN UPDATE,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
gpt_real_v2_new_150,37,87,"✅ DETAILS CONFIRMED?

{{first_name}}, your card details are ready for confirmation.
Review the information and confirm it below.",,,✅ CONFIRM DETAILS,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
gpt_real_v2_new_150,38,88,"🧭 CARD PATH OPEN

Your card path is ready for the next step.
Open the page to see the available review option.",,,🧭 CONTINUE,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
gpt_real_v2_new_150,39,89,"📍 REQUEST CHECKPOINT

{{first_name}}, your request reached a new checkpoint.
Review the card status and follow the next instruction.",,,📍 REVIEW STATUS,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
gpt_real_v2_new_150,40,90,"💼 PROFILE ACTION READY

Your profile has a Credit Card action ready.
Open it and complete the available step to continue.",,,💼 COMPLETE ACTION,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
gpt_real_v2_new_150,41,91,"🔔 REVIEW UPDATE

{{first_name}}, your review update is now available.
Open the card page and check the next step.",,,🔔 OPEN REVIEW,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
gpt_real_v2_new_150,42,92,"📎 CARD INFO CHECK

Your card information is ready for a check.
Verify the details and continue with the request.",,,📎 CHECK INFO,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
gpt_real_v2_new_150,43,93,"🟣 REQUEST NOTICE

{{first_name}}, a request notice is available for you.
Read it now and continue from the link below.",,,🟣 READ NOTICE,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
gpt_real_v2_new_150,44,94,"💳 CARD PAGE READY

Your Credit Card page is ready to view.
Open it to review the current details and available option.",,,💳 OPEN CARD,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
gpt_real_v2_new_150,45,95,"📩 UPDATE TO REVIEW

{{first_name}}, an update is ready for review.
Check the card request details and continue safely.",,,📩 REVIEW UPDATE,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
gpt_real_v2_new_150,46,96,"🔐 VERIFY REQUEST

Your card request needs one verification step.
Open the secure page and confirm the information.",,,🔐 VERIFY NOW,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
gpt_real_v2_new_150,47,97,"⭐ MATCH REVIEW READY

{{first_name}}, your card match review is ready.
Check the available recommendation and continue below.",,,⭐ REVIEW MATCH,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
gpt_real_v2_new_150,48,98,"📬 NEW PROFILE NOTICE

A new notice was added to your card profile.
Open it to see the next available step.",,,📬 OPEN PROFILE,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
gpt_real_v2_new_150,49,99,"✅ STEP AVAILABLE

{{first_name}}, a Credit Card step is available now.
Review the details and complete it below.",,,✅ COMPLETE STEP,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
gpt_real_v2_new_150,50,100,"🔎 CARD CHECK READY

Your card check is ready to open.
Review the update and continue with the available option.",,,🔎 OPEN CHECK,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
gpt_real_v2_new_150,51,101,"📌 INFORMATION REVIEW

{{first_name}}, your request information is ready for review.
Confirm the card details before moving forward.",,,📌 REVIEW INFO,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
gpt_real_v2_new_150,52,102,"💳 OPTION SELECTOR READY

Your card option selector is ready.
Open the page to view the available selection.",,,💳 SELECT OPTION,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
gpt_real_v2_new_150,53,103,"🟢 CONTINUE CARD REQUEST

{{first_name}}, your Credit Card request can continue now.
Open the update and follow the next step.",,,🟢 CONTINUE,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
gpt_real_v2_new_150,54,104,"📊 CARD PROFILE CHECK

Your card profile check is available.
Review the information prepared for your request.",,,📊 CHECK PROFILE,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
gpt_real_v2_new_150,55,105,"🔔 REQUEST STATUS UPDATE

{{first_name}}, your request status has a new update.
Read it and continue from the card page.",,,🔔 READ UPDATE,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
gpt_real_v2_new_150,56,106,"📋 CONFIRM CARD INFO

Your card information needs confirmation.
Check the details and complete the available step.",,,📋 CONFIRM INFO,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
gpt_real_v2_new_150,57,107,"📥 NOTICE FROM CARD DESK

{{first_name}}, a card notice is ready for your profile.
Open it to review the next instruction.",,,📥 READ NOTICE,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
gpt_real_v2_new_150,58,108,"🔐 ACCESS STEP READY

Your card access step is ready.
Open the secure page and continue with the request.",,,🔐 OPEN ACCESS,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
gpt_real_v2_new_150,59,109,"⭐ RECOMMENDATION READY

{{first_name}}, your Credit Card recommendation is ready.
Review it now and choose the available next step.",,,⭐ VIEW RECOMMENDATION,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
gpt_real_v2_new_150,60,110,"📍 STATUS PAGE OPEN

Your status page is open for your card request.
Check the current step and continue below.",,,📍 OPEN STATUS,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
gpt_real_v2_new_150,61,111,"📝 REVIEW CONFIRMATION

{{first_name}}, your review confirmation is available.
Confirm the details to keep the request active.",,,📝 CONFIRM REVIEW,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
gpt_real_v2_new_150,62,112,"💼 CARD PROFILE READY

Your card profile is ready to review.
Open it now to see the available next step.",,,💼 REVIEW PROFILE,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
gpt_real_v2_new_150,63,113,"📨 REQUEST UPDATE READY

{{first_name}}, your request update is ready.
Open it to review the card details and continue.",,,📨 OPEN UPDATE,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
gpt_real_v2_new_150,64,114,"🔄 INFORMATION UPDATED

Your card information was updated.
Review the change and confirm the next step below.",,,🔄 REVIEW CHANGE,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
gpt_real_v2_new_150,65,115,"✅ CARD STEP CONFIRMATION

{{first_name}}, your card step is ready for confirmation.
Complete it now to continue the request.",,,✅ CONFIRM STEP,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
gpt_real_v2_new_150,66,116,"🔎 APPLICATION CHECK

Your Credit Card application has a check available.
Open the page and review the next instruction.",,,🔎 CHECK APPLICATION,https://memivi-usa.com/us-en-bd6-1,,,,,,,,
gpt_real_v2_new_150,67,117,"📬 PROFILE NOTICE READY

{{first_name}}, your profile notice is ready.
Read it to see the card step currently available.",,,📬 READ PROFILE,https://memivi-usa.com/us-en-bd7-1,,,,,,,,
gpt_real_v2_new_150,68,118,"💳 CARD DETAILS OPEN

Your card details page is open now.
Review the available information and continue safely.",,,💳 OPEN DETAILS,https://memivi-usa.com/us-en-bd8-1,,,,,,,,
gpt_real_v2_new_150,69,119,"📌 REQUEST ACTION OPEN

{{first_name}}, your request action is open.
Review the card details and complete the step.",,,📌 COMPLETE ACTION,https://memivi-usa.com/us-en-bd9-1,,,,,,,,
gpt_real_v2_new_150,70,120,"🟢 CARD PROCESS READY

Your card process is ready to continue.
Open the update and follow the available instruction.",,,🟢 CONTINUE,https://memivi-usa.com/us-en-bd10-1,,,,,,,,
gpt_real_v2_new_150,71,121,"📩 CARD MESSAGE UPDATE

{{first_name}}, a card message update is available.
Read it now and continue from the next page.",,,📩 READ UPDATE,https://memivi-usa.com/us-en-bd1-1,,,,,,,,
gpt_real_v2_new_150,72,122,"🔐 SECURE DETAILS CHECK

Your secure details check is ready.
Verify the card request information below.",,,🔐 VERIFY DETAILS,https://memivi-usa.com/us-en-bd2-1,,,,,,,,
gpt_real_v2_new_150,73,123,"⭐ CARD OPTION MATCH

{{first_name}}, a card option matched your profile.
Review the match and choose the next step.",,,⭐ VIEW MATCH,https://memivi-usa.com/us-en-bd3-1,,,,,,,,
gpt_real_v2_new_150,74,124,"📋 REQUEST REVIEW OPEN

Your request review is open now.
Check the information and continue with the card step.",,,📋 OPEN REVIEW,https://memivi-usa.com/us-en-bd4-1,,,,,,,,
gpt_real_v2_new_150,75,125,"🔔 NEW REQUEST NOTICE

{{first_name}}, a new request notice is waiting.
Open it to review the Credit Card update.",,,🔔 OPEN NOTICE,https://memivi-usa.com/us-en-bd5-1,,,,,,,,
